,Unnamed: 0,sub,trial_num,trial_num_within_goal,current_state,decision,got_to_goal,got_to_goal_last,goal_switch,control_regressor,RT,eligible_decisions_accuracy,retrieved_cached,planning_depth,delayed_planning,choices,worry,optimally_delayed,optimally_control_choice,optimally_delayed_last,choice_numeric,choices_numeric,choice_numeric_last,interaction_won_and_metachoice,got_to_goal_retrieved_cached,MB_decision,optimal_metacontrol_choice,over_planning,over_control,optimal_metacontrol_choice_last,points_from_choice,points_from_goal,trial_points,total_points,correct_control_action,space_hit_points,goal_points,space_hit_points_total,total_score,metacontrol_accuracy
6743,6743,sub-064.csv,-0.9322033898305084,4,images/toothbrush.png,2,0,0,0,1,0.8879324087691004,1,1,2,1,space,73,0,0,0,1,2,1.0,-1,Lost_Cached,1,0,0,0,0.0,-100,0,-200,63300,,1,0,2,2,0
6744,6744,sub-064.csv,-0.9152542372881356,5,images/baby.png,2,1,0,0,1,0.5855062890425538,1,0,2,1,space,73,0,0,0,1,2,1.0,-1,Lost_Novel,0,0,0,0,0.0,100,400,500,63300,1.0,1,4,1,5,0
6745,6745,sub-064.csv,-0.8135593220338984,6,images/baby.png,2,1,1,1,1,-0.4908596111251129,1,0,2,1,left,73,0,1,0,0,0,1.0,1,Lost_Novel,0,1,0,0,0.0,0,400,400,63300,1.0,0,4,0,4,1
6746,6746,sub-064.csv,-0.6949152542372882,7,images/baby.png,2,1,1,1,1,-0.3514031500096338,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6747,6747,sub-064.csv,-0.6779661016949152,8,images/baby.png,2,1,1,0,1,-0.6297968650591836,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6748,6748,sub-064.csv,-0.6440677966101694,9,images/baby.png,2,1,1,1,1,-0.2087476710304774,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6749,6749,sub-064.csv,-0.559322033898305,10,images/baby.png,2,1,1,1,1,-0.4621942023542537,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6750,6750,sub-064.csv,-0.5423728813559322,11,images/baby.png,2,1,1,0,1,-0.4788425779129398,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6751,6751,sub-064.csv,-0.4745762711864407,12,images/baby.png,2,1,1,1,1,-0.5774997570339834,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6752,6752,sub-064.csv,-0.4406779661016949,13,images/baby.png,2,1,1,1,1,-0.1662907397214269,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6753,6753,sub-064.csv,-0.3898305084745763,14,images/baby.png,2,1,1,1,1,-1.1453894802270386,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6754,6754,sub-064.csv,-0.3559322033898305,15,images/baby.png,2,1,1,1,1,-1.0103267238007494,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6755,6755,sub-064.csv,-0.2711864406779661,16,images/baby.png,2,0,1,1,1,-0.4920038695254028,1,0,2,1,right,73,0,1,0,0,1,0.0,0,Won_Novel,0,1,0,0,1.0,0,0,0,63300,0.0,0,0,0,0,1
6756,6756,sub-064.csv,-0.1525423728813559,17,images/baby.png,2,1,0,1,1,-1.0538301458962165,1,0,2,1,left,73,0,1,0,0,0,0.0,0,Lost_Novel,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6757,6757,sub-064.csv,-0.1186440677966101,18,images/baby.png,2,1,1,1,1,-1.1011154188862282,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6758,6758,sub-064.csv,-0.0338983050847457,19,images/baby.png,2,1,1,1,1,-0.108365024678125,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6759,6759,sub-064.csv,-0.0169491525423728,20,images/baby.png,2,1,1,0,1,-0.7019861292271496,1,1,2,1,left,73,0,1,0,0,0,0.0,0,Won_Cached,0,1,0,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6760,6760,sub-064.csv,-0.9830508474576272,1,images/backpack.png,3,1,1,1,1,0.9007302937560993,1,0,2,0,right,73,0,1,0,0,1,0.0,0,Lost_Novel,1,1,1,0,0.0,0,400,500,63300,1.0,0,4,1,5,1
6761,6761,sub-064.csv,-0.9661016949152542,2,images/backpack.png,3,1,1,0,1,-0.2910209737172954,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,500,63300,1.0,0,4,1,5,1
6762,6762,sub-064.csv,-0.9491525423728814,3,images/car.png,3,0,1,0,1,1.1476246503720633,0,0,2,0,space,73,0,0,0,1,2,0.0,0,Won_Novel,-10,0,1,0,1.0,-100,0,-200,63300,,1,0,2,2,1
6763,6763,sub-064.csv,-0.9322033898305084,4,images/car.png,3,0,0,0,1,0.2114757464465277,0,1,2,0,space,73,0,0,0,1,2,1.0,-1,Lost_Cached,-10,0,1,0,0.0,-100,0,-200,63300,,1,0,2,2,1
6764,6764,sub-064.csv,-0.9152542372881356,5,images/backpack.png,3,1,0,0,1,-0.022961611637347,1,1,2,0,right,73,0,1,0,0,1,1.0,-1,Won_Cached,1,1,1,0,0.0,0,400,500,63300,1.0,0,4,1,5,1
6765,6765,sub-064.csv,-0.8135593220338984,6,images/backpack.png,3,1,1,1,1,0.3595607759171896,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6766,6766,sub-064.csv,-0.6949152542372882,7,images/backpack.png,3,1,1,1,1,-0.9225603448877504,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6767,6767,sub-064.csv,-0.6779661016949152,8,images/backpack.png,3,1,1,0,1,-1.8195418502405067,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6768,6768,sub-064.csv,-0.6440677966101694,9,images/backpack.png,3,1,1,1,1,-1.117489344437799,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6769,6769,sub-064.csv,-0.559322033898305,10,images/backpack.png,3,1,1,1,1,-1.267622831402392,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6770,6770,sub-064.csv,-0.5423728813559322,11,images/backpack.png,3,1,1,0,1,-1.5427142803911922,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6771,6771,sub-064.csv,-0.4745762711864407,12,images/backpack.png,3,1,1,1,1,-1.2292906123102258,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6772,6772,sub-064.csv,-0.4406779661016949,13,images/backpack.png,3,1,1,1,1,-1.9132493668157649,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6773,6773,sub-064.csv,-0.3898305084745763,14,images/backpack.png,3,1,1,1,1,-1.2815740503494877,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6774,6774,sub-064.csv,-0.3559322033898305,15,images/backpack.png,3,1,1,1,1,-0.6733445532637656,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6775,6775,sub-064.csv,-0.2711864406779661,16,images/bowtie.png,3,0,1,1,1,0.091849653629879,0,0,2,0,left,73,0,1,0,0,0,0.0,0,Won_Novel,-10,1,1,0,1.0,0,0,0,63300,0.0,0,0,0,0,0
6776,6776,sub-064.csv,-0.1525423728813559,17,images/backpack.png,3,1,0,1,1,-1.4040510827091497,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6777,6777,sub-064.csv,-0.1186440677966101,18,images/backpack.png,3,1,1,1,1,-1.3451524177887153,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6778,6778,sub-064.csv,-0.0338983050847457,19,images/backpack.png,3,1,1,1,1,-0.4634650524061531,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6779,6779,sub-064.csv,-0.0169491525423728,20,images/backpack.png,3,1,1,0,1,-1.822631132895142,1,1,2,0,right,73,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,400,63300,1.0,0,4,0,4,1
6780,6780,sub-034.csv,-0.9491525423728814,1,start,1,0,0,1,0,0.3308852297524291,0,0,2,0,left,80,0,0,0,0,0,0.0,0,Won_Novel,2,0,0,1,0.0,0,0,-100,3600,0.0,0,0,1,1,0
6781,6781,sub-034.csv,-0.9322033898305084,2,start,1,0,0,0,0,-0.0400930935664442,0,1,2,0,left,80,0,0,0,0,0,0.0,0,Lost_Cached,2,0,0,1,0.0,0,0,-100,3600,0.0,0,0,1,1,0
6782,6782,sub-034.csv,-0.8813559322033898,3,start,1,0,0,1,0,1.5404307551308214,0,0,2,0,right,80,0,0,0,0,1,0.0,0,Won_Novel,2,0,0,1,0.0,0,0,0,3600,0.5,0,0,0,0,0
6783,6783,sub-034.csv,-0.864406779661017,4,start,1,0,0,0,0,0.4738088800867145,0,0,2,0,left,80,0,0,0,0,0,0.0,0,Won_Novel,2,0,0,1,0.0,0,0,-100,3600,0.0,0,0,1,1,0
6784,6784,sub-034.csv,-0.8305084745762712,5,start,1,0,0,1,0,0.6103089022509408,0,1,2,0,left,80,0,0,0,0,0,0.0,0,Lost_Cached,2,0,0,1,0.0,0,0,-100,3600,0.0,0,0,1,1,0
6785,6785,sub-034.csv,-0.8135593220338984,6,start,1,0,0,0,0,0.0022973590486834,0,1,2,0,left,80,0,0,0,0,0,0.0,0,Lost_Cached,2,0,0,1,0.0,0,0,0,3600,0.0,0,0,0,0,0
6786,6786,sub-034.csv,-0.7966101694915254,7,start,1,0,0,0,0,0.289680075114454,0,1,2,0,left,80,0,0,0,0,0,0.0,0,Lost_Cached,2,0,0,1,0.0,0,0,-100,3600,0.0,0,0,1,1,0
6787,6787,sub-034.csv,-0.7796610169491526,8,start,1,0,0,0,0,0.9279425846146028,0,1,2,0,left,80,0,0,0,0,0,0.0,0,Lost_Cached,2,0,0,1,0.0,0,0,-100,3600,0.0,0,0,1,1,0
6788,6788,sub-034.csv,-0.6949152542372882,9,start,1,0,0,1,0,0.3143726877048254,0,1,2,0,left,80,0,0,0,0,0,0.0,0,Lost_Cached,2,0,0,1,0.0,0,0,-200,3600,,0,0,2,2,0
6789,6789,sub-034.csv,-0.6101694915254238,10,start,1,1,0,1,0,-0.3108824656222165,0,0,2,0,space,80,0,1,0,1,2,0.0,0,Lost_Novel,2,1,0,-1,0.0,100,400,600,3600,1.0,1,4,2,6,1
6790,6790,sub-034.csv,-0.4915254237288136,11,start,1,0,1,1,0,-0.0526626525833059,0,0,2,0,left,80,0,0,0,0,0,1.0,1,Won_Novel,2,0,0,1,1.0,0,0,-200,3600,,0,0,2,2,0
6791,6791,sub-034.csv,-0.4576271186440678,12,start,1,1,0,1,0,0.6378987063294669,0,1,2,0,left,80,0,0,0,0,0,0.0,0,Won_Cached,2,0,0,1,0.0,0,400,500,3600,1.0,0,4,1,5,0
6792,6792,sub-034.csv,-0.3389830508474576,13,start,1,0,1,1,0,0.2345977013593256,0,0,2,0,space,80,0,1,0,1,2,0.0,0,Won_Novel,2,1,0,-1,0.0,-100,0,-200,3600,0.0,1,0,2,2,1
6793,6793,sub-034.csv,-0.3220338983050847,14,start,1,0,0,0,0,-0.2387649322171666,0,1,2,0,space,80,0,1,0,1,2,1.0,-1,Lost_Cached,2,1,0,-1,1.0,-100,0,-200,3600,0.0,1,0,2,2,1
6794,6794,sub-034.csv,-0.2542372881355932,15,start,1,0,0,1,0,0.1763873173057631,0,0,2,0,left,80,0,0,0,0,0,1.0,-1,Won_Novel,2,0,0,1,1.0,0,0,-200,3600,,0,0,2,2,0
6795,6795,sub-034.csv,-0.2033898305084746,16,start,1,0,0,1,0,-0.116084479020802,0,0,2,0,space,80,0,1,0,1,2,0.0,0,Won_Novel,2,1,0,-1,0.0,-100,0,-300,3600,,1,0,3,3,1
6796,6796,sub-034.csv,-0.1694915254237288,17,start,1,1,0,1,0,0.0816721486440248,0,0,2,0,left,80,0,0,0,0,0,1.0,-1,Lost_Novel,2,0,0,1,1.0,0,400,500,3600,1.0,0,4,1,5,0
6797,6797,sub-034.csv,-0.1016949152542373,18,start,1,1,1,1,0,0.3178717436148386,0,0,2,0,space,80,0,1,0,1,2,0.0,0,Lost_Novel,2,1,0,-1,0.0,100,400,600,3600,1.0,1,4,2,6,1
6798,6798,sub-034.csv,-0.0508474576271186,19,start,1,0,1,1,0,-0.313478627495791,0,0,2,0,left,80,0,0,0,0,0,1.0,1,Won_Novel,2,0,0,1,1.0,0,0,-100,3600,0.0,0,0,1,1,0
6799,6799,sub-034.csv,0.0,20,start,1,0,0,1,0,-0.1237508074361748,0,1,2,0,left,80,0,0,0,0,0,0.0,0,Lost_Cached,2,0,0,1,0.0,0,0,-100,3600,0.0,0,0,1,1,0
6800,6800,sub-034.csv,-0.9491525423728814,1,images/baby.png,2,0,0,1,1,1.441350566867969,1,0,2,1,space,80,0,0,0,1,2,0.0,0,Won_Novel,0,0,0,0,0.0,-100,0,-100,3600,0.0,1,0,1,1,0
6801,6801,sub-034.csv,-0.9322033898305084,2,images/baby.png,2,0,0,0,1,0.9588136789540456,1,1,2,1,space,80,0,0,0,1,2,1.0,-1,Lost_Cached,0,0,0,0,0.0,-100,0,-100,3600,0.0,1,0,1,1,0
6802,6802,sub-034.csv,-0.8813559322033898,3,images/toothbrush.png,2,0,0,1,1,0.809862980255906,1,0,2,1,right,80,0,1,0,0,1,1.0,-1,Won_Novel,1,1,0,0,0.0,0,0,0,3600,0.5,0,0,0,0,1
6803,6803,sub-034.csv,-0.864406779661017,4,images/baby.png,2,0,0,0,1,1.321435788771394,1,0,2,1,right,80,0,1,0,0,1,0.0,0,Won_Novel,0,1,0,0,1.0,0,0,-100,3600,0.0,0,0,1,1,1
6804,6804,sub-034.csv,-0.8305084745762712,5,images/baby.png,2,0,0,1,1,1.2451915201418904,1,0,2,1,space,80,0,0,0,1,2,0.0,0,Won_Novel,0,0,0,0,1.0,-100,0,-100,3600,0.0,1,0,1,1,0
6805,6805,sub-034.csv,-0.8135593220338984,6,images/baby.png,2,0,0,0,1,0.8114634073779875,1,0,2,1,right,80,0,1,0,0,1,1.0,-1,Won_Novel,0,1,0,0,0.0,0,0,0,3600,0.0,0,0,0,0,1
6806,6806,sub-034.csv,-0.7966101694915254,7,images/baby.png,2,0,0,0,1,1.0126185755011337,1,0,2,1,space,80,0,0,0,1,2,0.0,0,Won_Novel,0,0,0,0,1.0,-100,0,-100,3600,0.0,1,0,1,1,0
6807,6807,sub-034.csv,-0.7796610169491526,8,images/baby.png,2,0,0,0,1,0.8812851226753399,1,1,2,1,space,80,0,0,0,1,2,1.0,-1,Lost_Cached,0,0,0,0,0.0,-100,0,-100,3600,0.0,1,0,1,1,0
6808,6808,sub-034.csv,-0.6949152542372882,9,images/baby.png,2,0,0,1,1,0.4238287921251223,1,1,2,1,space,80,0,0,0,1,2,1.0,-1,Lost_Cached,0,0,0,0,0.0,-100,0,-200,3600,,1,0,2,2,0
6809,6809,sub-034.csv,-0.6101694915254238,10,images/baby.png,2,1,0,1,1,0.552044339581945,1,1,2,1,space,80,0,0,0,1,2,1.0,-1,Won_Cached,0,0,0,0,0.0,100,400,600,3600,1.0,1,4,2,6,0
6810,6810,sub-034.csv,-0.4915254237288136,11,images/baby.png,2,0,1,1,1,-0.2736476834879777,1,1,2,1,space,80,0,0,0,1,2,1.0,1,Lost_Cached,0,0,0,0,0.0,-100,0,-200,3600,,1,0,2,2,0
6811,6811,sub-034.csv,-0.4576271186440678,12,images/baby.png,2,1,0,1,1,0.2062008305838978,1,1,2,1,space,80,0,0,0,1,2,1.0,-1,Won_Cached,0,0,0,0,0.0,100,400,500,3600,1.0,1,4,1,5,0
6812,6812,sub-034.csv,-0.3389830508474576,13,images/toothbrush.png,2,0,1,1,1,0.2139009699472771,1,0,2,1,space,80,0,0,0,1,2,1.0,1,Won_Novel,1,0,0,0,0.0,-100,0,-200,3600,0.0,1,0,2,2,0
6813,6813,sub-034.csv,-0.3220338983050847,14,images/baby.png,2,0,0,0,1,0.4058650281294912,1,1,2,1,space,80,0,0,0,1,2,1.0,-1,Lost_Cached,0,0,0,0,0.0,-100,0,-200,3600,0.0,1,0,2,2,0
6814,6814,sub-034.csv,-0.2542372881355932,15,images/baby.png,2,0,0,1,1,0.4429535525191559,1,1,2,1,space,80,0,0,0,1,2,1.0,-1,Lost_Cached,0,0,0,0,0.0,-100,0,-200,3600,,1,0,2,2,0
6815,6815,sub-034.csv,-0.2033898305084746,16,images/baby.png,2,0,0,1,1,0.0885601769794802,1,1,2,1,space,80,0,0,0,1,2,1.0,-1,Lost_Cached,0,0,0,0,0.0,-100,0,-300,3600,,1,0,3,3,0
6816,6816,sub-034.csv,-0.1694915254237288,17,images/baby.png,2,1,0,1,1,0.4537472067262127,1,1,2,1,space,80,0,0,0,1,2,1.0,-1,Won_Cached,0,0,0,0,0.0,100,400,500,3600,1.0,1,4,1,5,0
6817,6817,sub-034.csv,-0.1016949152542373,18,images/baby.png,2,1,1,1,1,-0.141909246182693,1,1,2,1,space,80,0,0,0,1,2,1.0,1,Won_Cached,0,0,0,0,0.0,100,400,600,3600,1.0,1,4,2,6,0
6818,6818,sub-034.csv,-0.0508474576271186,19,images/baby.png,2,0,1,1,1,0.227852447041944,1,1,2,1,space,80,0,0,0,1,2,1.0,1,Lost_Cached,0,0,0,0,0.0,-100,0,-100,3600,0.0,1,0,1,1,0
6819,6819,sub-034.csv,0.0,20,images/baby.png,2,0,0,1,1,-0.0311811174835747,1,0,2,1,right,80,0,1,0,0,1,1.0,-1,Won_Novel,0,1,0,0,0.0,0,0,-100,3600,0.0,0,0,1,1,1
6820,6820,sub-034.csv,-0.9491525423728814,1,images/backpack.png,3,0,0,1,1,0.6764586992737099,1,0,2,0,left,80,0,1,0,0,0,0.0,0,Won_Novel,1,1,1,0,0.0,0,0,-100,3600,0.0,0,0,1,1,1
6821,6821,sub-034.csv,-0.9322033898305084,2,images/backpack.png,3,0,0,0,1,0.9878296926564708,1,1,2,0,left,80,0,1,0,0,0,0.0,0,Lost_Cached,1,1,1,0,1.0,0,0,-100,3600,0.0,0,0,1,1,1
6822,6822,sub-034.csv,-0.8813559322033898,3,images/backpack.png,3,0,0,1,1,0.319253411289099,1,1,2,0,left,80,0,1,0,0,0,0.0,0,Lost_Cached,1,1,1,0,1.0,0,0,0,3600,0.5,0,0,0,0,1
6823,6823,sub-034.csv,-0.864406779661017,4,images/bowtie.png,3,0,0,0,1,0.3701832939635246,0,0,2,0,space,80,0,0,0,1,2,0.0,0,Won_Novel,-10,0,1,0,1.0,-100,0,-100,3600,0.0,1,0,1,1,1
6824,6824,sub-034.csv,-0.8305084745762712,5,images/bowtie.png,3,0,0,1,1,0.2508365363309583,0,0,2,0,right,80,0,1,0,0,1,1.0,-1,Won_Novel,-10,1,1,0,0.0,0,0,-100,3600,0.0,0,0,1,1,0
6825,6825,sub-034.csv,-0.8135593220338984,6,images/bowtie.png,3,0,0,0,1,0.1408917386974817,0,1,2,0,right,80,0,1,0,0,1,0.0,0,Lost_Cached,-10,1,1,0,1.0,0,0,0,3600,0.0,0,0,0,0,0
6826,6826,sub-034.csv,-0.7966101694915254,7,images/bowtie.png,3,0,0,0,1,1.0635031115545417,0,1,2,0,right,80,0,1,0,0,1,0.0,0,Lost_Cached,-10,1,1,0,1.0,0,0,-100,3600,0.0,0,0,1,1,0
6827,6827,sub-034.csv,-0.7796610169491526,8,images/bowtie.png,3,0,0,0,1,1.2723694981342863,0,1,2,0,right,80,0,1,0,0,1,0.0,0,Lost_Cached,-10,1,1,0,1.0,0,0,-100,3600,0.0,0,0,1,1,0
6828,6828,sub-034.csv,-0.6949152542372882,9,images/bowtie.png,3,0,0,1,1,0.0232281261192072,0,0,2,0,space,80,0,0,0,1,2,0.0,0,Won_Novel,-10,0,1,0,1.0,-100,0,-200,3600,,1,0,2,2,1
6829,6829,sub-034.csv,-0.6101694915254238,10,images/backpack.png,3,1,0,1,1,0.3583735005743139,1,0,2,0,right,80,0,1,0,0,1,1.0,-1,Lost_Novel,1,1,1,0,0.0,0,400,600,3600,1.0,0,4,2,6,1
6830,6830,sub-034.csv,-0.4915254237288136,11,images/bowtie.png,3,0,1,1,1,0.0197045832743354,0,1,2,0,space,80,0,0,0,1,2,0.0,0,Lost_Cached,-10,0,1,0,1.0,-100,0,-200,3600,,1,0,2,2,1
6831,6831,sub-034.csv,-0.4576271186440678,12,images/backpack.png,3,1,0,1,1,0.7742662318447373,1,1,2,0,right,80,0,1,0,0,1,1.0,-1,Won_Cached,1,1,1,0,0.0,0,400,500,3600,1.0,0,4,1,5,1
6832,6832,sub-034.csv,-0.3389830508474576,13,images/car.png,3,0,1,1,1,0.7198864777495668,0,0,2,0,right,80,0,1,0,0,1,0.0,0,Won_Novel,-10,1,1,0,1.0,0,0,-200,3600,0.0,0,0,2,2,0
6833,6833,sub-034.csv,-0.3220338983050847,14,images/bowtie.png,3,0,0,0,1,0.8799171617597958,0,0,2,0,right,80,0,1,0,0,1,0.0,0,Won_Novel,-10,1,1,0,1.0,0,0,-200,3600,0.0,0,0,2,2,0
6834,6834,sub-034.csv,-0.2542372881355932,15,images/backpack.png,3,0,0,1,1,0.3364722366212129,1,0,2,0,space,80,0,0,0,1,2,0.0,0,Won_Novel,1,0,1,0,1.0,-100,0,-200,3600,,1,0,2,2,0
6835,6835,sub-034.csv,-0.2033898305084746,16,images/bowtie.png,3,0,0,1,1,-0.1812820972192921,0,0,2,0,space,80,0,0,0,1,2,1.0,-1,Won_Novel,-10,0,1,0,0.0,-100,0,-300,3600,,1,0,3,3,1
6836,6836,sub-034.csv,-0.1694915254237288,17,images/backpack.png,3,1,0,1,1,0.2488892677326254,1,0,2,0,right,80,0,1,0,0,1,1.0,-1,Lost_Novel,1,1,1,0,0.0,0,400,500,3600,1.0,0,4,1,5,1
6837,6837,sub-034.csv,-0.1016949152542373,18,images/backpack.png,3,1,1,1,1,0.0665365238002442,1,1,2,0,right,80,0,1,0,0,1,0.0,0,Won_Cached,1,1,1,0,1.0,0,400,600,3600,1.0,0,4,2,6,1
6838,6838,sub-034.csv,-0.0508474576271186,19,images/bowtie.png,3,0,1,1,1,0.7670944255120283,0,0,2,0,right,80,0,1,0,0,1,0.0,0,Won_Novel,-10,1,1,0,1.0,0,0,-100,3600,0.0,0,0,1,1,0
6839,6839,sub-034.csv,0.0,20,images/bowtie.png,3,0,0,1,1,-0.2361021524786018,0,0,2,0,space,80,0,0,0,1,2,0.0,0,Won_Novel,-10,0,1,0,1.0,-100,0,-100,3600,0.0,1,0,1,1,1
6840,6840,sub-057.csv,-0.864406779661017,1,start,1,1,0,1,0,2.3201892269424027,0,0,2,0,right,27,0,0,0,0,1,0.0,0,Lost_Novel,2,0,0,1,0.0,0,400,400,66600,1.0,0,4,0,4,0
6841,6841,sub-057.csv,-0.847457627118644,2,start,1,1,1,0,0,2.582570119039421,0,1,2,0,right,27,0,0,0,0,1,0.0,0,Won_Cached,2,0,0,1,0.0,0,400,400,66600,1.0,0,4,0,4,0
6842,6842,sub-057.csv,-0.8305084745762712,3,start,1,1,1,0,0,2.815390755189497,0,0,2,0,left,27,0,0,0,0,0,0.0,0,Lost_Novel,2,0,0,1,0.0,0,400,400,66600,1.0,0,4,0,4,0
6843,6843,sub-057.csv,-0.7796610169491526,4,start,1,1,1,1,0,3.254049899875855,0,1,2,0,left,27,0,0,0,0,0,0.0,0,Won_Cached,2,0,0,1,0.0,0,400,400,66600,1.0,0,4,0,4,0
6844,6844,sub-057.csv,-0.7457627118644068,5,start,1,0,1,1,0,2.3545226797806658,0,0,2,0,space,27,0,1,0,1,2,0.0,0,Won_Novel,2,1,0,-1,0.0,-100,0,-200,66600,0.0,1,0,2,2,1
6845,6845,sub-057.csv,-0.711864406779661,6,start,1,1,0,1,0,3.666917547250663,0,0,2,0,left,27,0,0,0,0,0,1.0,-1,Lost_Novel,2,0,0,1,1.0,0,400,400,66600,1.0,0,4,0,4,0
6846,6846,sub-057.csv,-0.5932203389830508,7,start,1,1,1,1,0,1.7184716734582226,0,0,2,0,space,27,1,1,0,1,2,0.0,0,Lost_Novel,2,1,0,-1,0.0,100,400,500,66600,1.0,1,4,1,5,1
6847,6847,sub-057.csv,-0.576271186440678,8,start,1,1,1,0,0,0.8942087087279526,0,1,2,0,space,27,1,1,1,1,2,1.0,1,Won_Cached,2,1,0,-1,1.0,100,400,500,66600,1.0,1,4,1,5,1
6848,6848,sub-057.csv,-0.559322033898305,9,start,1,1,1,0,0,0.7225117891898493,0,1,2,0,space,27,1,1,1,1,2,1.0,1,Won_Cached,2,1,0,-1,1.0,100,400,500,66600,1.0,1,4,1,5,1
6849,6849,sub-057.csv,-0.5084745762711864,10,start,1,0,1,1,0,2.0485827698438404,0,0,2,0,left,27,0,0,1,0,0,1.0,1,Won_Novel,2,0,0,1,1.0,0,0,-100,66600,1.0,0,0,1,1,0
6850,6850,sub-057.csv,-0.4915254237288136,11,start,1,1,0,0,0,0.6104175329609492,0,1,2,0,left,27,0,0,0,0,0,0.0,0,Won_Cached,2,0,0,1,0.0,0,400,400,66600,1.0,0,4,0,4,0
6851,6851,sub-057.csv,-0.423728813559322,12,start,1,1,1,1,0,2.4490549218921505,0,0,2,0,space,27,1,1,0,1,2,0.0,0,Lost_Novel,2,1,0,-1,0.0,100,400,500,66600,1.0,1,4,1,5,1
6852,6852,sub-057.csv,-0.3050847457627119,13,start,1,1,1,1,0,2.0237041764953334,0,0,2,0,right,27,0,0,1,0,1,1.0,1,Lost_Novel,2,0,0,1,1.0,0,400,400,66600,1.0,0,4,0,4,0
6853,6853,sub-057.csv,-0.288135593220339,14,start,1,1,1,0,0,0.9814415655101604,0,1,2,0,right,27,0,0,0,0,1,0.0,0,Won_Cached,2,0,0,1,0.0,0,400,400,66600,1.0,0,4,0,4,0
6854,6854,sub-057.csv,-0.2542372881355932,15,start,1,1,1,1,0,1.6322946945770278,0,0,2,0,space,27,1,1,0,1,2,0.0,0,Lost_Novel,2,1,0,-1,0.0,100,400,500,66600,1.0,1,4,1,5,1
