Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
647321b102519245e08add03,5f653cb18aad310a9ee7c32d,APPROVED,,2023-05-28T09:47:15.559000Z,2023-05-28T10:39:29.652000Z,2023-05-28T13:19:31.891000Z,2023-05-28T10:39:30.240032Z,3135,CHPYNJMX,910,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
647321c8bbd4ce5ee7f47dea,5ee5defbfe74a3000d106f51,APPROVED,,2023-05-28T09:41:31.918000Z,2023-05-28T10:31:12.847000Z,2023-05-28T13:19:32.067000Z,2023-05-28T10:31:13.237568Z,2981,CHPYNJMX,1854,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
647322571b5464ae231dbd3e,644bdfbf6078442ff277a4bb,APPROVED,,2023-05-28T09:46:14.433000Z,2023-05-28T11:07:22.095000Z,2023-05-28T13:19:32.250000Z,2023-05-28T11:07:22.462432Z,4868,CHPYNJMX,46,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64732262211ba270ddae52df,5ee4a14b578f8a000b384376,APPROVED,,2023-05-28T09:44:10.632000Z,2023-05-28T10:31:09.877000Z,2023-05-28T13:19:32.425000Z,2023-05-28T10:31:10.364651Z,2820,CHPYNJMX,211,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647322a99fae29a24f8add32,63ed0ffba76a3fb9dfe6dbdb,APPROVED,,2023-05-28T09:45:16.544000Z,2023-05-28T10:37:48.987000Z,2023-05-28T13:19:32.606000Z,2023-05-28T10:37:49.584672Z,3153,CHPYNJMX,24,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647323e8d55cd8ee0dd17023,63b80a8b220f924d975670bc,APPROVED,,2023-05-28T09:51:52.252000Z,2023-05-28T10:55:58.722000Z,2023-05-28T13:19:32.786000Z,2023-05-28T10:55:59.180849Z,3847,CHPYNJMX,364,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647324705a9b2065aff8bb6d,6441795624090301ddeba81e,APPROVED,,2023-05-28T09:52:52.451000Z,2023-05-28T10:42:46.279000Z,2023-05-28T13:19:32.972000Z,2023-05-28T10:42:46.686433Z,2994,CHPYNJMX,67,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647324b8f3b671e451e2d175,5714e0958adadb00098deed4,RETURNED,Not Applicable,2023-05-28T09:54:00.688000Z,2023-05-28T10:24:19.355000Z,,2024-12-28T13:08:46.090058Z,,NOCODE,1730,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647325d9ed83cd31d3e2d182,5d68c8aa40524c00189e8ac2,APPROVED,,2023-05-28T09:58:55.912000Z,2023-05-28T11:01:16.133000Z,2023-05-28T13:19:33.145000Z,2023-05-28T11:01:16.678656Z,3741,CHPYNJMX,2493,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647328bfeb4cc63b2f17aee2,646315cd8a19ae80ac3be078,APPROVED,,2023-05-28T10:11:11.553000Z,2023-05-28T11:37:20.687000Z,2023-05-28T13:18:27.524000Z,2023-05-28T11:37:21.670777Z,5170,NOCODE,45,51,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64732903c9496331671f3d98,5cff4ed26d6326001acf7022,APPROVED,,2023-05-28T10:12:23.807000Z,2023-05-28T10:44:36.924000Z,2023-05-28T13:18:56.730000Z,2023-05-28T10:44:37.231843Z,1934,NOCODE,27,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647329c1331e1366a9efa368,60d2c59451b12e36fb281477,RETURNED,Not Applicable,2023-05-28T10:25:29.608000Z,,,2024-12-28T13:08:46.149508Z,,,2320,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647329d2eff35316de43dcde,60de4cc94dfda4d9e1948e6d,APPROVED,,2023-05-28T10:15:49.293000Z,2023-05-28T11:19:23.696000Z,2023-05-28T13:19:33.325000Z,2023-05-28T11:19:24.102166Z,3815,CHPYNJMX,512,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
64732a0094d14bcc4fa6a5d3,63e5665b49cf3cdbd54ea57b,APPROVED,,2023-05-28T10:16:40.047000Z,2023-05-28T10:52:29.497000Z,2023-05-28T13:18:55.912000Z,2023-05-28T10:52:29.869873Z,2150,NOCODE,234,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64732a8c8ff42340c89e671f,63d508e7cfc3204304a949e2,APPROVED,,2023-05-28T10:22:18.873000Z,2023-05-28T11:16:19.728000Z,2023-05-28T13:19:33.507000Z,2023-05-28T11:16:20.128586Z,3241,CHPYNJMX,307,32,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
64732aafc04702f592f93e69,5dc5da21d999de45a504651b,APPROVED,,2023-05-28T10:19:32.412000Z,2023-05-28T11:43:15.366000Z,2023-05-28T13:19:33.681000Z,2023-05-28T11:43:15.809522Z,5023,CHPYNJMX,1711,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64732dc2a67328ac2be2d1a6,63e61d24e1c77b4b584e879f,APPROVED,,2023-05-28T10:32:53.932000Z,2023-05-28T11:20:50.853000Z,2023-05-28T13:19:33.870000Z,2023-05-28T11:20:51.266083Z,2877,CHPYNJMX,288,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64732dd003296d24a7efa352,56b78f11e77ebe000cbefe79,APPROVED,,2023-05-28T10:32:50.897000Z,2023-05-28T11:19:01.457000Z,2023-05-28T11:22:44.525000Z,2023-05-28T11:19:01.960141Z,2771,NOCODE,3563,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64732f31ad7751fcc28da945,63468b5809bf04222262bfed,APPROVED,,2023-05-28T10:39:53.485000Z,2023-05-28T11:38:11.149000Z,2023-05-28T13:18:28.553000Z,2023-05-28T11:38:11.507316Z,3498,NOCODE,659,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64732f79c26f55ab3166e8ee,5b421b9ac2e3810001763252,APPROVED,,2023-05-28T10:39:57.240000Z,2023-05-28T11:36:26.001000Z,2023-05-28T13:19:34.049000Z,2023-05-28T11:36:26.334316Z,3389,CHPYNJMX,1937,35,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6473554613b5a1f438ae52df,62aa4c14bb1929c2d8ea602e,RETURNED,Not Applicable,2023-05-28T13:21:14.995000Z,2023-05-28T14:31:51.455000Z,,2024-12-28T13:08:46.122571Z,,NOCODE,160,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647355471142949aa19ca9ad,5841e1b3541de800013d49ce,APPROVED,,2023-05-28T13:21:17.776000Z,2023-05-28T14:05:58.441000Z,2023-05-28T14:41:14.236000Z,2023-05-28T14:05:59.059149Z,2681,CHPYNJMX,499,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
6473554d2fc6fe9192f47e1a,5eabf11a8621a7000ba44fd6,RETURNED,Not Applicable,2023-05-28T13:21:27.482000Z,,,2024-12-28T13:08:46.119472Z,,,145,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647355583e50e5bc09a6a5fa,5c670d558654fe00018d4aef,RETURNED,Not Applicable,2023-05-28T13:31:28.309000Z,,,2024-12-28T13:08:46.147964Z,,,607,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6473557522a24ba922a1ce8d,61313bcdc465b84422b2246f,APPROVED,,2023-05-28T13:22:02.424000Z,2023-05-28T14:09:21.707000Z,2023-05-28T14:41:14.414000Z,2023-05-28T14:09:22.079495Z,2840,CHPYNJMX,473,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
6473557b135ac5dc669e6714,5e95b16a5a20a7024211e6f5,REJECTED,Not Applicable,2023-05-28T13:22:07.889000Z,2023-05-28T13:28:43.004000Z,2023-05-28T13:30:35.981000Z,2024-12-28T13:08:46.149759Z,396,NOCODE,822,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6473557c8dee38b22e6b4a6c,5bdfaca767baae00013624fe,APPROVED,,2023-05-28T13:22:10.838000Z,2023-05-28T14:06:34.535000Z,2023-05-28T14:41:14.579000Z,2023-05-28T14:06:34.910013Z,2664,CHPYNJMX,275,26,Female,White,United States,United States,United States,English,No,Full-Time
6473557cb135ea9665f93e2f,63e538c7a895648cdadd5f1e,RETURNED,Not Applicable,2023-05-28T13:22:15.160000Z,,,2024-12-28T13:08:46.196340Z,,,931,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64735584df8826255f5082f5,58bfb1f692a88e0001658253,APPROVED,,2023-05-28T13:25:35.418000Z,2023-05-28T14:14:07.316000Z,2023-05-28T14:41:14.748000Z,2023-05-28T14:14:07.801040Z,2912,CHPYNJMX,624,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6473558d61986c28c26a436c,5a0482efdf3fa800015c3374,APPROVED,,2023-05-28T13:22:38.310000Z,2023-05-28T14:06:06.163000Z,2023-05-28T14:41:14.915000Z,2023-05-28T14:06:06.541506Z,2608,CHPYNJMX,990,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
647355cf6917362356a1cede,60bab50bcdd5d7ad3ee97479,RETURNED,Not Applicable,2023-05-28T13:23:33.739000Z,2023-05-28T14:00:33.137000Z,,2024-12-28T13:08:46.178370Z,,NOCODE,408,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647356e49b6a99a48f74275d,6464f438355f0f5699e1c688,TIMED-OUT,Not Applicable,2023-05-28T13:29:48.669000Z,,,2024-12-28T13:08:46.233710Z,50110738,,335,66,Male,Black,Nigeria,DATA_EXPIRED,Nigeria,English,DATA_EXPIRED,DATA_EXPIRED
64735785ff4a413b1c1f3da6,591c70f8f399850001c51444,RETURNED,Not Applicable,2023-05-28T13:30:51.061000Z,2023-05-28T14:00:37.396000Z,,2024-12-28T13:08:46.200984Z,,NOCODE,1748,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64737481385ef75bce66e8f2,646da184dea4be85274eac80,TIMED-OUT,Not Applicable,2023-05-28T15:34:25.179000Z,,,2024-12-28T13:08:46.211472Z,50103262,,28,53,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
647374819d80f337007cca34,6466fe4ce1a2ddcacb98bdda,TIMED-OUT,Not Applicable,2023-05-28T15:34:25.968000Z,,,2024-12-28T13:08:46.300937Z,50103261,,45,53,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6473754c828ab6c6e9d17026,5cd5e34157a78e001c1bbf99,APPROVED,,2023-05-28T15:37:52.589000Z,2023-05-28T16:25:05.713000Z,2023-05-28T17:42:34.908000Z,2023-05-28T16:25:06.146332Z,2834,CHPYNJMX,1103,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64737724bf4eac078cf50c57,63ea41da5bd5ed0111145ffb,APPROVED,,2023-05-28T15:45:51.148000Z,2023-05-28T16:52:15.757000Z,2023-05-28T17:42:35.102000Z,2023-05-28T16:52:16.176529Z,3985,CHPYNJMX,228,33,Male,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Full-Time
647377e21e40416a134e98f4,62e1581acad06eee3b6509dc,RETURNED,Not Applicable,2023-05-28T15:50:01.885000Z,,,2024-12-28T13:08:46.220563Z,,,1793,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6473783ba8f9345229a6a609,61015f63f9a351d3171a0f98,APPROVED,,2023-05-28T15:50:34.327000Z,2023-05-28T17:01:28.950000Z,2023-05-28T17:42:35.293000Z,2023-05-28T17:01:29.314910Z,4255,CHPYNJMX,1338,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647378d858f1daaa377b23cd,64135b04961f6ef6b66bb11f,APPROVED,,2023-05-28T15:52:56.923000Z,2023-05-28T16:27:31.673000Z,2023-05-29T09:18:20.383000Z,2023-05-28T16:27:32.034316Z,2075,NOCODE,174,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64737a4c15d26add92f83f1c,64217d8202361ad4dbed3596,APPROVED,,2023-05-28T16:00:48.525000Z,2023-05-28T17:20:28.081000Z,2023-05-28T17:42:35.481000Z,2023-05-28T17:20:28.651822Z,4780,CHPYNJMX,108,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64737b6655f3a2735c9fe0a6,62e234304cf51f62d5ee3e48,APPROVED,,2023-05-28T16:04:31.789000Z,2023-05-28T17:29:55.424000Z,2023-05-28T17:42:35.663000Z,2023-05-28T17:29:59.300029Z,5124,CHPYNJMX,599,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64737dfb248fed7cc06a4344,641ecfa9f83175a3d9f63636,APPROVED,,2023-05-28T16:14:56.919000Z,2023-05-28T17:01:29.195000Z,2023-05-28T17:42:35.859000Z,2023-05-28T17:01:29.679651Z,2793,CHPYNJMX,190,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64738f2d5243ac72c574278e,631610af8e747093cd90e00d,RETURNED,Not Applicable,2023-05-28T17:28:17.910000Z,,,2024-12-28T13:08:46.288231Z,,,2267,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6473913652b496b7c7ce3621,63d79fcd741f9cfb2f87152f,APPROVED,,2023-05-28T17:37:21.254000Z,2023-05-28T18:42:53.858000Z,2023-05-28T18:44:34.463000Z,2023-05-28T18:42:54.269925Z,3933,CHPYNJMX,378,47,Male,Black,Nigeria,United Kingdom,United Kingdom,English,No,Other
6473932300ab19b89617aeb2,6347200d8ded5172ec43e0bb,APPROVED,,2023-05-28T17:45:14.829000Z,2023-05-28T18:41:01.150000Z,2023-05-28T18:41:12.449000Z,2023-05-28T18:41:01.553179Z,3347,CHPYNJMX,434,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64739324cd8fd7d04a66e929,630cc9747cb664e8a03c29f0,APPROVED,,2023-05-28T17:51:01.984000Z,2023-05-28T18:42:29.113000Z,2023-05-28T18:44:34.661000Z,2023-05-28T18:42:30.063093Z,3088,CHPYNJMX,1570,34,Male,White,United States,United States,United States,English,No,Full-Time
647393734fb8e649a98add50,60d3136e74b1871646e72544,APPROVED,,2023-05-28T17:46:38.397000Z,2023-05-28T18:53:05.569000Z,2023-05-28T18:57:03.773000Z,2023-05-28T18:53:05.962718Z,3988,CHPYNJMX,1310,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6473a159841aa48c78a6a5ee,631c8e97db06f601f81bd82f,RETURNED,Not Applicable,2023-05-28T18:46:06.512000Z,,,2024-12-28T13:08:46.228434Z,,,7175,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6473a258f6fd88c4b97b2402,5c0873675b32d500012e3f2c,APPROVED,,2023-05-28T18:50:02.451000Z,2023-05-28T19:42:46.801000Z,2023-05-29T09:18:18.377000Z,2023-05-28T19:42:47.322523Z,3165,NOCODE,2117,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64746ed2c5827a84588add01,5cf91e3f1756e60017a30568,APPROVED,,2023-05-29T09:22:26.923000Z,2023-05-29T10:24:41.119000Z,2023-06-06T08:23:50.154000Z,2023-05-29T10:24:41.561218Z,3735,CHPYNJMX,1009,46,Female,White,Ireland,Ireland,Ireland,English,No,Part-Time
64746f57d560cbdde89fe0ca,6146f9458dadc743097fc24f,APPROVED,,2023-05-29T09:24:43.905000Z,2023-05-29T10:50:49.080000Z,2023-05-29T14:11:51.710000Z,2023-05-29T10:50:49.790956Z,5166,CHPYNJMX,509,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64746f9dd3a2fc7c0bf93e6c,6040baff2fafec2fca495656,APPROVED,,2023-05-29T09:25:57.045000Z,2023-05-29T10:12:19.254000Z,2023-05-29T14:11:51.892000Z,2023-05-29T10:12:19.706534Z,2783,CHPYNJMX,238,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64746fd7b9f4694e9a9ca9ab,5d8507a6611c9700152f1126,APPROVED,,2023-05-29T09:26:53.529000Z,2023-05-29T10:08:07.053000Z,2023-05-29T14:11:52.072000Z,2023-05-29T10:08:07.658645Z,2474,CHPYNJMX,887,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64746fd82c6ca261cca6a602,630660f8ad567b9e06dbf456,RETURNED,,2023-05-29T09:27:13.153000Z,,,2024-12-28T13:02:40.935498Z,,,441,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64747006b3ac1cece37cca5a,5bff1d05b5b8b600018d9300,APPROVED,,2023-05-29T09:27:41.764000Z,2023-05-29T10:37:44.402000Z,2023-05-29T14:11:52.255000Z,2023-05-29T10:37:44.800091Z,4203,CHPYNJMX,859,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6474703242f93919371dbcf4,594e2ffc27f8fb000162078b,APPROVED,,2023-05-29T09:28:26.371000Z,2023-05-29T10:07:24.020000Z,2023-05-29T14:11:52.423000Z,2023-05-29T10:07:24.494351Z,2338,CHPYNJMX,1470,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6474704442f93919371dbcf9,5e84e0fa1d17ad0b0a482dda,APPROVED,,2023-05-29T09:28:41.996000Z,2023-05-29T10:15:04.708000Z,2023-05-29T14:11:52.603000Z,2023-05-29T10:15:05.290827Z,2783,CHPYNJMX,320,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64747049c12aea24855082a1,601309736dd22c1447b69592,APPROVED,,2023-05-29T09:28:55.045000Z,2023-05-29T10:37:36.871000Z,2023-05-29T14:11:52.787000Z,2023-05-29T10:37:37.282671Z,4122,CHPYNJMX,183,25,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6474705a41a18b5e90a2ef58,5f7dee73bc8c8b044cc73e18,APPROVED,,2023-05-29T09:29:05.986000Z,2023-05-29T10:24:58.293000Z,2023-05-29T14:11:52.964000Z,2023-05-29T10:24:58.748426Z,3353,CHPYNJMX,351,20,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
647470664c49469b43f83eb1,58c96ae35d4292000141491d,RETURNED,,2023-05-29T09:29:13.240000Z,,,2024-12-28T13:02:40.927168Z,,,1235,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6474709e1f25fe11a9742754,630b42c28d68ad6cfd196dd3,REJECTED,,2023-05-29T09:30:10.030000Z,2023-05-29T09:47:46.653000Z,2023-05-29T09:52:01.001000Z,2024-12-28T13:02:40.931924Z,1057,NOCODE,104,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647470a47f6bebd0afefa333,630389e7772b100ba592cdee,APPROVED,,2023-05-29T09:30:22.640000Z,2023-05-29T10:24:20.025000Z,2023-05-29T14:11:53.148000Z,2023-05-29T10:24:20.708512Z,3238,CHPYNJMX,361,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
647470ba42f93919371dbd17,60fd05a3cf6e4c9348472e9d,APPROVED,,2023-05-29T09:30:42.017000Z,2023-05-29T10:32:32.445000Z,2023-05-29T14:11:53.342000Z,2023-05-29T10:32:32.839000Z,3711,CHPYNJMX,59,20,Female,White,United Kingdom,New Zealand,New Zealand,English,DATA_EXPIRED,DATA_EXPIRED
647470bfd22c39de258add3b,60fd6453366b667142774af3,APPROVED,,2023-05-29T09:30:48.066000Z,2023-05-29T10:31:48.135000Z,2023-05-29T14:11:53.534000Z,2023-05-29T10:31:48.720665Z,3661,CHPYNJMX,39,24,Female,White,Ireland,Ireland,Ireland,English,No,Full-Time
647470c0e4f77f12aba1ced7,646dc9848e53ff1705d8c9c5,TIMED-OUT,,2023-05-29T09:30:57.086000Z,,,2024-12-28T13:02:40.946813Z,50038304,,899,49,Female,Other,United States,United Kingdom,United States,English,DATA_EXPIRED,Other
647470ecbe8a6079e2678e0a,6000639d15e5f60b499d3e1f,APPROVED,,2023-05-29T09:31:31.703000Z,2023-05-29T11:11:51.142000Z,2023-05-29T14:11:53.709000Z,2023-05-29T11:11:51.583243Z,6020,CHPYNJMX,107,38,Female,White,Ireland,Ireland,Ireland,English,No,Full-Time
64747128aa1b15d17a1f3dc7,56a1226de1e5a600068f943c,RETURNED,,2023-05-29T09:32:51.780000Z,,,2024-12-28T13:02:40.940923Z,,,1364,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647471517e51fd79108da943,6160c8f657e3c4094b01614a,RETURNED,,2023-05-29T09:33:05.405000Z,,,2024-12-28T13:02:40.947473Z,,,1559,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6474715db696cfff81a6a5aa,644ac4fca1359a25ea5cea3f,APPROVED,,2023-05-29T09:35:31.540000Z,2023-05-29T10:20:08.643000Z,2023-05-29T14:11:53.881000Z,2023-05-29T10:20:08.992847Z,2678,CHPYNJMX,23,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
64747168f34520d0f9e2d196,5d66b39acb411d00170f69d6,APPROVED,,2023-05-29T09:33:33.522000Z,2023-05-29T10:19:08.953000Z,2023-05-29T14:11:54.062000Z,2023-05-29T10:19:09.384923Z,2736,CHPYNJMX,4,39,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6474718487f6ba9a916b4a75,6447aac5ac5c408b4d033993,RETURNED,,2023-05-29T09:34:21.074000Z,,,2024-12-28T13:02:40.957051Z,,,32,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647471a51a42a922721f3dcb,562bc30a733ea00011162c34,APPROVED,,2023-05-29T09:34:44.764000Z,2023-05-29T10:29:18.883000Z,2023-05-29T14:11:54.275000Z,2023-05-29T10:29:20.465883Z,3275,CHPYNJMX,925,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647471ae8be742877c74276b,6159d9989d3806f0083f17fe,RETURNED,,2023-05-29T09:34:43.251000Z,,,2024-12-28T13:02:40.949331Z,,,1059,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647471aea138abd64943dcaf,5caf23c113dcf90016ad24ad,RETURNED,,2023-05-29T09:44:38.115000Z,,,2024-12-28T13:02:41.037576Z,,,965,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647471beee92b3a3b97b23e9,5ecd4b104b4dc408fcf4eb16,RETURNED,,2023-05-29T09:35:48.045000Z,,,2024-12-28T13:02:40.956731Z,,,1243,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647471dc5bb4497b8e9ca97f,5e15d85bd62abeba42692ed3,TIMED-OUT,,2023-05-29T09:37:57.720000Z,,,2024-12-28T13:02:40.961283Z,50037884,,1784,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647471e4ab447f67ad5f59ef,612eb27ffda153fd8792e92d,APPROVED,,2023-05-29T09:39:00.233000Z,2023-05-29T10:50:55.687000Z,2023-05-29T14:11:54.461000Z,2023-05-29T10:50:56.082802Z,4316,CHPYNJMX,186,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6474726389ff7095bff8bb4d,612f4e35a9ee7323933cd80f,APPROVED,,2023-05-29T09:37:39.012000Z,2023-05-29T10:24:44.681000Z,2023-05-29T14:11:54.647000Z,2023-05-29T10:24:45.072877Z,2826,CHPYNJMX,300,29,Female,White,United Kingdom,Spain,United Kingdom,English,No,Part-Time
