Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64731b7de2213651718da8fb,5efcb50255a06b097b8d5d29,TIMED-OUT,Not Applicable,2023-05-28T09:14:39.968000Z,,,2024-12-28T13:08:45.951972Z,50126047,,1635,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64731bda43ff2ac94317ae83,5c5cad3e4ee81200018eafe2,APPROVED,,2023-05-28T09:16:10.851000Z,2023-05-28T10:19:58.290000Z,2023-05-28T13:19:31.524000Z,2023-05-28T10:19:58.664800Z,3828,CHPYNJMX,3016,71,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64731bf043ff2ac94317ae8d,5f01dbf0f5ef5d052ced1135,RETURNED,Not Applicable,2023-05-28T09:19:03.124000Z,2023-05-28T09:54:01.989000Z,,2024-12-28T13:08:46.015379Z,,NOCODE,2012,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64731bf86daf361bba566002,6272f5f3d37c1c9e88c115a2,RETURNED,Not Applicable,2023-05-28T09:18:46.037000Z,,,2024-12-28T13:08:46.081353Z,,,3039,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64731c9379e7ab8ecf5f59ec,5c17c149f596b100011ca8b8,APPROVED,,2023-05-28T09:19:15.470000Z,2023-05-28T10:10:37.751000Z,2023-05-28T10:13:00.186000Z,2023-05-28T10:10:38.174334Z,3083,NOCODE,1927,34,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Unemployed (and job seeking)
64731d03820794ee30736afb,60f6f802c0ede08f7cf69720,RETURNED,Not Applicable,2023-05-28T09:21:11.968000Z,2023-05-28T10:09:42.978000Z,,2024-12-28T13:08:45.979339Z,,Message sent to researcher about unclear instructions.,1052,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64731d2a2b337ac2984e98d2,5c366fc38821900001b38b67,RETURNED,Not Applicable,2023-05-28T09:21:51.927000Z,2023-05-28T10:16:14.410000Z,,2024-12-28T13:08:46.060388Z,,NOCODE,2548,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64731d40da04104d2c66e93c,62c1f284b5ce5f4d8840ea7c,RETURNED,Not Applicable,2023-05-28T09:22:08.875000Z,,,2024-12-28T13:08:46.042107Z,,,751,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6473200d759d11d0cbf83eb7,63174af7d57182f9bf90c094,APPROVED,,2023-05-28T09:34:10.103000Z,2023-05-28T10:52:41.536000Z,2023-05-28T13:19:31.708000Z,2023-05-28T10:52:41.863619Z,4712,CHPYNJMX,788,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6473202817eb04e1951fc44f,57308d1530a5560010ecbc1a,RETURNED,Not Applicable,2023-05-28T09:34:36.141000Z,,,2024-12-28T13:08:46.074036Z,,,2298,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
