Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6679e13773f1441d1410e76f,666208dc57b332c5dbcaac25,APPROVED,Not Applicable,2024-06-24T21:12:26.732000Z,2024-06-24T22:23:04.906000Z,2024-06-28T21:31:36.836000Z,2024-06-24T22:23:49.660974Z,4239.0,CHPYNJMX,70,"English, Welsh",22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
6679e1383de645ea31fa48fa,66200b032829f40f3664afdf,APPROVED,Not Applicable,2024-06-24T21:18:14.840000Z,2024-06-24T22:02:28.229000Z,2024-06-28T21:31:37.105000Z,2024-06-24T22:02:40.887801Z,2654.0,CHPYNJMX,525,English,49,Female,White,United States,United States,United States,English,No,Full-Time
6679e139044cfb5a4f69aff7,6661f73b96bb7dd754b9e196,APPROVED,Not Applicable,2024-06-24T21:12:30.163000Z,2024-06-24T22:15:10.577000Z,2024-06-28T21:31:37.449000Z,2024-06-24T22:15:52.788290Z,3761.0,CHPYNJMX,94,English,26,Female,Black,United States,United States,United States,English,Yes,Full-Time
6679e1398a69e5e347bbc921,663a7af013938e6bbfb065d5,APPROVED,Not Applicable,2024-06-24T21:12:35.430000Z,2024-06-24T22:16:31.430000Z,2024-06-28T21:31:38.163000Z,2024-06-24T22:16:31.877552Z,3836.0,CHPYNJMX,212,English,34,Male,White,United States,United States,United States,English,No,Part-Time
6679e13a699020041be9e1f0,5b170a8bdbae3e00017e6c11,APPROVED,Not Applicable,2024-06-24T21:12:31.790000Z,2024-06-24T21:51:41.066000Z,2024-06-28T22:25:35.281000Z,2024-06-24T21:52:57.696336Z,2350.0,CHPYNJMX,3624,English,22,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
6679e13bd5466e90f9659d66,645e4f49d473048703d162cb,APPROVED,Not Applicable,2024-06-24T21:12:31.772000Z,2024-06-24T22:11:11.367000Z,2024-06-28T21:31:38.616000Z,2024-06-24T22:15:33.533413Z,3520.0,CHPYNJMX,1648,English,50,Female,Black,United States,United States,United States,English,Yes,Full-Time
6679e13c236c10548de942f7,66578cba5911f4e4c52ce819,APPROVED,Not Applicable,2024-06-24T21:12:34.659000Z,2024-06-24T22:15:49.776000Z,2024-06-28T21:31:39.039000Z,2024-06-24T22:15:53.816557Z,3796.0,CHPYNJMX,23,English,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Due to start a new job within the next month
6679e13c717e97234c26dda1,6663d3a4a4e81235c3d7b0c6,APPROVED,Not Applicable,2024-06-24T21:12:38.977000Z,2024-06-24T23:12:56.863000Z,2024-06-28T21:31:39.505000Z,2024-06-24T23:12:57.548257Z,7218.0,CHPYNJMX,65,"English, Bengali, Hindi",48,Female,Asian,India,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6679e13d2d347ec2d42accea,6657a7527c36d98757dd97a8,APPROVED,Not Applicable,2024-06-24T21:12:34.847000Z,2024-06-24T22:07:21.094000Z,2024-06-28T21:31:39.788000Z,2024-06-24T22:07:21.606166Z,3287.0,CHPYNJMX,62,English,37,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6679e13dd8668b33f5919052,65772daa307b28b9a9ec187f,APPROVED,Not Applicable,2024-06-24T21:12:37.862000Z,2024-06-24T22:10:09.476000Z,2024-06-28T21:31:40.078000Z,2024-06-24T22:15:25.357652Z,3452.0,CHPYNJMX,488,"English, French",34,Female,Other,United States,United States,United States,English,No,Full-Time
6679e13ecaed1b2c9544c39f,665900830980b63fc8fdd2cd,APPROVED,Not Applicable,2024-06-24T21:12:37.705000Z,2024-06-24T21:58:54.021000Z,2024-06-28T21:31:40.400000Z,2024-06-24T21:58:54.572453Z,2777.0,CHPYNJMX,54,English,36,Male,White,Australia,United Kingdom,Australia,English,No,Full-Time
6679e13fd9505c1907738247,59d7c0f750f88f000161eb21,APPROVED,Not Applicable,2024-06-24T21:12:37.024000Z,2024-06-24T22:18:42.890000Z,2024-06-28T21:31:40.662000Z,2024-06-24T22:18:43.381150Z,3966.0,CHPYNJMX,178,English,52,Female,White,United States,United States,United States,English,No,Full-Time
6679e140c9355ab6c2737493,6658c03719546bf4a7e548d8,APPROVED,Not Applicable,2024-06-24T21:13:36.161000Z,2024-06-24T22:06:51.715000Z,2024-06-28T21:31:40.964000Z,2024-06-24T22:06:52.245445Z,3196.0,CHPYNJMX,62,English,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6679e140df0bf90dfd213bef,650392fe8aea9d3456ad769c,APPROVED,Not Applicable,2024-06-24T21:12:39.588000Z,2024-06-24T22:17:31.464000Z,2024-06-28T21:31:41.340000Z,2024-06-24T22:17:32.031887Z,3892.0,CHPYNJMX,1405,English,46,Female,White,United States,United States,United States,English,No,Other
6679e14112d7836b25392929,665e2d0a6eba582f0b13ce9b,APPROVED,Not Applicable,2024-06-24T21:16:57.066000Z,2024-06-24T22:14:59.633000Z,2024-06-28T21:31:41.638000Z,2024-06-24T22:15:52.272675Z,3483.0,CHPYNJMX,130,English,40,Female,Black,United States,United States,United States,English,No,Part-Time
6679e141341915700f1d17d9,65b11897c8192342e57e9787,APPROVED,Not Applicable,2024-06-24T21:12:59.582000Z,2024-06-24T22:41:06.897000Z,2024-06-28T21:31:42.023000Z,2024-06-24T22:41:07.307527Z,5288.0,CHPYNJMX,162,"English, Gaelic",18,Male,White,Ireland,Ireland,Ireland,English,Yes,Part-Time
6679e14284cc9e7605a33007,622a2b1c561ce3cd95519fd2,APPROVED,Not Applicable,2024-06-24T21:12:34.824000Z,2024-06-24T22:11:19.530000Z,2024-06-28T21:31:42.387000Z,2024-06-24T22:15:33.831299Z,3525.0,CHPYNJMX,3271,"English, French",64,Male,White,United States,United States,United States,English,No,Full-Time
6679e143e1a37af407160dfb,6272b9dfc470a51d5fa0e6ea,APPROVED,Not Applicable,2024-06-24T21:12:42.833000Z,2024-06-24T22:06:01.609000Z,2024-06-28T21:31:42.740000Z,2024-06-24T22:06:02.179996Z,3199.0,CHPYNJMX,4622,English,42,Male,Asian,Korea,United States,United States,English,DATA_EXPIRED,Full-Time
6679e1a2caed1b2c9544c3ac,65ddafc7c55910335cfa962d,APPROVED,Not Applicable,2024-06-24T21:15:08.379000Z,2024-06-24T22:29:59.801000Z,2024-06-28T21:31:43.102000Z,2024-06-24T22:30:00.480525Z,4492.0,CHPYNJMX,154,English,44,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
6679e3cb2648eaac16cee318,6346d43493a4f14e735bc630,APPROVED,Not Applicable,2024-06-24T21:25:19.344000Z,2024-06-24T22:49:59.281000Z,2024-06-28T21:31:43.453000Z,2024-06-24T22:49:59.838066Z,5080.0,CHPYNJMX,1572,English,34,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
6679e3cdfcdf8b7a64db8c29,6638d72b0c96b84a0972225b,APPROVED,Not Applicable,2024-06-24T21:23:33.897000Z,2024-06-24T22:19:53.033000Z,2024-06-28T21:31:43.823000Z,2024-06-24T22:22:26.921326Z,3380.0,CHPYNJMX,150,"English, German",36,Male,Mixed,Nigeria,United Kingdom,United Kingdom,English,No,Full-Time
6679e9fdf8f2a98c88099078,66688b1b271fbf68bb7d98e9,APPROVED,Not Applicable,2024-06-24T21:50:24.646000Z,2024-06-24T22:57:34.143000Z,2024-06-28T21:31:44.171000Z,2024-06-24T22:57:34.607819Z,4030.0,CHPYNJMX,39,English,32,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Part-Time
667979aee50f32e26c71d383,5ea057282b5bc70009af9638,REJECTED,Not Applicable,2024-06-24T13:50:48.659000Z,2024-06-24T14:48:43.728000Z,2024-06-24T17:30:04.852000Z,2024-06-24T14:50:04.864000Z,3476.0,NOCODE,447,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979b85ff55183a2dbdd9b,634689ffbc01887b6007d6b4,RETURNED,Not Applicable,2024-06-24T14:00:48.546000Z,,,,,,686,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979baea9fd760ce23b351,6654847971e9e4d8aa4321eb,RETURNED,Not Applicable,2024-06-24T13:51:25.911000Z,,,,,,264,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979c7fccbe65c2e30dfe6,59d6165050f88f000161e951,RETURNED,Not Applicable,2024-06-24T13:51:09.166000Z,,,,,,283,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979c8c8f9a47f9913f1a0,6654798e761fbfcd11054120,RETURNED,Not Applicable,2024-06-24T13:51:13.022000Z,,,,,,36,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979cf5ff55183a2dbdda3,5ef7d6c359b38851de122110,RETURNED,Not Applicable,2024-06-24T13:53:59.777000Z,,,,,,916,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979d2f2976e5e0747411d,60abec02335b7be9cb42c01c,RETURNED,Not Applicable,2024-06-24T13:51:14.316000Z,,,,,,1071,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979d518739e755647415d,5fa3f95e37e424055200c834,RETURNED,Not Applicable,2024-06-24T13:51:22.129000Z,,,,,,1837,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979ddb52ced00fb20eabe,64df6e95847c0c395988d386,REJECTED,Not Applicable,2024-06-24T13:51:37.207000Z,2024-06-24T14:29:11.929000Z,2024-06-24T18:50:00.272000Z,2024-06-24T14:29:38.318000Z,2255.0,NOCODE,250,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979de3519457dbe2ff6a8,571a720a6a1c6300134b8d2c,RETURNED,Not Applicable,2024-06-24T13:51:34.180000Z,,,,,,2111,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979dfd4f8eae5b31f8ef4,6658d353b578f89f8d5808f8,REJECTED,Not Applicable,2024-06-24T13:52:27.240000Z,2024-06-24T14:12:49.993000Z,2024-06-24T17:11:53.711000Z,2024-06-24T14:12:50.606000Z,1223.0,NOCODE,106,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979ed10bb4e4700db6bc6,66781d0a657883f80fc0351b,RETURNED,Not Applicable,2024-06-24T14:01:41.457000Z,,,,,,18,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979ef4942c58003f29d3c,66621e0dcedb700684755988,RETURNED,Not Applicable,2024-06-24T13:51:50.052000Z,2024-06-24T14:21:46.565000Z,2024-06-24T17:11:47.177000Z,2024-06-24T14:21:47.225000Z,,NOCODE,273,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667979f4b369ef1e6622b672,5af33167dd84460001c1dfcf,RETURNED,Not Applicable,2024-06-24T13:51:58.248000Z,,,,,,349,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66797a4112669616f6904ee8,5a840fcfb093f80001a7cf78,RETURNED,Not Applicable,2024-06-24T13:53:56.057000Z,,,,,,3186,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66797b7fd78dfb5de61c42a9,5f972e8f55867c0cb4976784,RETURNED,Not Applicable,2024-06-24T13:59:25.698000Z,,,,,,98,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66797bf4e964ef59531e3ffd,634d72a4b1dc5f197ac4b8c6,RETURNED,Not Applicable,2024-06-24T14:00:29.384000Z,,,,,,643,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66797c5ba3c993dbc4a966a6,5954fca53e9d73000192588f,RETURNED,Not Applicable,2024-06-24T14:02:13.405000Z,,,,,,2301,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfaa4134fe50ab4004a5,5b258c9ba7cee100011d8aad,RETURNED,Not Applicable,2024-06-24T18:59:14.600000Z,,,,,,2139,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfae097caec988c06654,5c92f797803bff0017fef8dd,RETURNED,Not Applicable,2024-06-24T18:59:18.795000Z,,,,,,1952,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfb016fe8e0bccf06ff3,65577b529ee538baa6f0093a,RETURNED,Not Applicable,2024-06-24T18:49:51.477000Z,,,,,,895,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfb4341e92b21df4ac02,666d929823875fb0e21cee60,RETURNED,Not Applicable,2024-06-24T18:59:24.549000Z,,,,,,139,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfb6533dd286ed1db70b,5f596abb349f1f1b834a54e5,RETURNED,Not Applicable,2024-06-24T19:00:00.309000Z,,,,,,1489,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfb8f19428a988153fbb,60fd85c4c161e02f562b543a,RETURNED,Not Applicable,2024-06-24T18:49:32.512000Z,,,,,,5449,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfb9914b68e91c5fad35,63c80a427dfa1305502df5a8,RETURNED,Not Applicable,2024-06-24T18:49:42.979000Z,,,,,,1849,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfb9a2c9798c7180b58d,655b672a09dccc6e73c1e5ef,RETURNED,Not Applicable,2024-06-24T18:49:40.108000Z,,,,,,85,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfb9fcdf8b7a64db850b,62b6ded74322ef992b784ce0,RETURNED,Not Applicable,2024-06-24T18:59:29.477000Z,,,,,,669,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfbb9a83a323772123ed,5e37fb7f1719dd000b3f5c42,RETURNED,Not Applicable,2024-06-24T18:59:31.850000Z,,,,,,728,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfbdb2457aa4798d4bb6,62d2c9d825a0449c13aa42cc,RETURNED,Not Applicable,2024-06-24T18:59:33.626000Z,,,,,,1224,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfbf908c73c45a2b2ae3,6661c15a6d7a2595f3641d21,REJECTED,Not Applicable,2024-06-24T18:49:40.616000Z,2024-06-24T19:03:04.446000Z,2024-06-24T19:09:21.108000Z,2024-06-24T19:03:07.770000Z,804.0,NOCODE,13,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfc03123fd5fd3ef510a,647a79f26a3a291e6d70130d,RETURNED,Not Applicable,2024-06-24T18:50:23.974000Z,,,,,,1745,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfc1875f673ea2703c86,612288fe5afea1bf6b8a197e,RETURNED,Not Applicable,2024-06-24T18:59:37.621000Z,,,,,,2135,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfc2f19428a988153fbe,664cd2ad9890dd0635623687,RETURNED,Not Applicable,2024-06-24T18:49:47.270000Z,,,,,,734,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfc3d807abdc3e22d6cd,66639d063066dd36d7ac5a1b,RETURNED,Not Applicable,2024-06-24T18:49:52.376000Z,,,,,,229,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfc5d9a90d6d8991888b,5d78d57c8f579d001518e74f,RETURNED,Not Applicable,2024-06-24T18:50:42.399000Z,,,,,,2640,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfc6fa32f0db46abd216,64455cfdcc83f30266ad2345,RETURNED,Not Applicable,2024-06-24T18:49:48.671000Z,,,,,,1057,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfc72190581840c8d863,5e8c81b7d1ee09010f479a4b,RETURNED,Not Applicable,2024-06-24T18:49:54.311000Z,,,,,,636,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfc7df0bf90dfd2135b9,60a3ad2958396c75e532e5d6,RETURNED,Not Applicable,2024-06-24T18:50:53.072000Z,,,,,,1322,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfc873f1441d1410e0e2,63ea9c738b20fcda2fb74d17,RETURNED,Not Applicable,2024-06-24T18:49:44.432000Z,,,,,,1061,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfc8ec30bc6bcf443346,6620fecfe2c99262b7f99f0e,RETURNED,Not Applicable,2024-06-24T18:49:51.957000Z,,,,,,360,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfcb8f8826a69e93638c,665a43a934240340dc0fd79f,RETURNED,Not Applicable,2024-06-24T18:59:47.362000Z,,,,,,148,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfcd6b305f714a671b54,63403b47287756c1978d2985,RETURNED,Not Applicable,2024-06-24T18:50:00.024000Z,,,,,,2652,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfceb6696aa4da091cb1,6658c56f3d9230d99c3e6752,RETURNED,Not Applicable,2024-06-24T18:50:02.926000Z,,,,,,667,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfd0c648a73e469365a3,64ff8f28eb8d29f0814080fa,RETURNED,Not Applicable,2024-06-24T18:54:56.315000Z,,,,,,358,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfd1222a09be1780b567,65de07bafcbb376ee0421f4e,RETURNED,Not Applicable,2024-06-24T18:52:20.829000Z,,,,,,976,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfd391619f5f64709f70,656f4ec3fc0343658dd0aae0,RETURNED,Not Applicable,2024-06-24T18:50:02.658000Z,,,,,,683,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfd5b5dfbdd76634773d,5b5a822e1ad8270001c4f28d,RETURNED,Not Applicable,2024-06-24T18:49:57.503000Z,,,,,,9633,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfd75045e17dc755579c,5b74411d95d7040001fed474,RETURNED,Not Applicable,2024-06-24T18:50:04.533000Z,,,,,,1472,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfd858ac232272cec972,6541eb927e806c03e39cd36f,RETURNED,Not Applicable,2024-06-24T18:50:05.371000Z,,,,,,722,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfd9f5f3e22be0c920b8,651ac88823e71c05dbc1ff63,RETURNED,Not Applicable,2024-06-24T18:50:01.930000Z,,,,,,1217,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6679bfddaa72ff0478c122fb,63b6c18f4f13282703357493,RETURNED,Not Applicable,2024-06-24T18:50:12.548000Z,,,,,,5332,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
