study,model,sub,npar,loglik,lme,bic,n_obs
study2,SR,sub-145.csv,2,-22.77628399387583,-22.77628399387583,55.93848168953208,180
study2,SR,sub-146.csv,2,-19.60676061937163,-19.60676061937163,49.59943494052368,180
study2,SR,sub-147.csv,2,-91.18240712129511,-91.18240712129511,192.75072794437065,180
study2,SR,sub-148.csv,2,-23.851474804124315,-23.851474804124315,58.088863310029055,180
study2,SR,sub-149.csv,2,-0.7380824817409737,-0.7380824817409737,11.862078665262368,180
study2,SR,sub-150.csv,2,-72.33527976223363,-72.33527976223363,155.05647322624768,180
study2,SR,sub-151.csv,2,-47.366622328942064,-47.366622328942064,105.11915835966455,180
study2,SR,sub-152.csv,2,-34.16083351152665,-34.16083351152665,78.70758072483372,180
study2,SR,sub-153.csv,2,-5.289116368092998,-5.289116368092998,20.964146437966416,180
study2,SR,sub-154.csv,2,-36.02304429061398,-36.02304429061398,82.43200228300839,180
study2,SR,sub-155.csv,2,-77.54369143400217,-77.54369143400217,165.47329656978476,180
study2,SR,sub-156.csv,2,-38.91163158873442,-38.91163158873442,88.20917687924927,180
study2,SR,sub-157.csv,2,-44.9165650442703,-44.9165650442703,100.21904379032102,180
study2,SR,sub-158.csv,2,-39.76410844301239,-39.76410844301239,89.9141305878052,180
study2,SR,sub-159.csv,2,-24.041322346999372,-24.041322346999372,58.46855839577917,180
study2,SR,sub-160.csv,2,-70.63370957753136,-70.63370957753136,151.65333285684315,180
study2,SR,sub-161.csv,2,-24.851912291521696,-24.851912291521696,60.08973828482381,180
study2,SR,sub-162.csv,2,-14.549908022244534,-14.549908022244534,39.485729746269485,180
study2,SR,sub-163.csv,2,-83.21946314717667,-83.21946314717667,176.82483999613376,180
study2,PR,sub-001.csv,2,-51.39453610502944,-51.39453610502944,113.1749859118393,180
study2,PR,sub-002.csv,2,-5.437568484892976,-5.437568484892976,21.261050671566373,180
study2,PR,sub-003.csv,2,-34.450997734968965,-34.450997734968965,79.28790917171835,180
study2,PR,sub-004.csv,2,-46.19441306851355,-46.19441306851355,102.77473983880752,180
study2,PR,sub-005.csv,2,-38.87408458832641,-38.87408458832641,88.13408287843325,180
study2,PR,sub-006.csv,2,-44.368298537839166,-44.368298537839166,99.12251077745876,180
study2,PR,sub-007.csv,2,-52.0792556551372,-52.0792556551372,114.54442501205483,180
study2,PR,sub-011.csv,2,-23.310277392938502,-23.310277392938502,57.00646848765743,180
study2,PR,sub-012.csv,2,-0.7175028668911487,-0.7175028668911487,11.820919435562718,180
study2,PR,sub-013.csv,2,-0.7174947312932467,-0.7174947312932467,11.820903164366914,180
study2,PR,sub-008.csv,2,-58.58315999130719,-58.58315999130719,127.5522336843948,180
study2,PR,sub-014.csv,2,-17.8928022843727,-17.8928022843727,46.17151827052582,180
study2,PR,sub-015.csv,2,-17.815276746984335,-17.815276746984335,46.01646719574909,180
study2,PR,sub-016.csv,2,-40.60383721204643,-40.60383721204643,91.59358812587328,180
study2,PR,sub-017.csv,2,-34.23149595940374,-34.23149595940374,78.8489056205879,180
study2,PR,sub-018.csv,2,-60.23205485324793,-60.23205485324793,130.8500234082763,180
study2,PR,sub-019.csv,2,-100.0140133983272,-100.0140133983272,210.4139404984348,180
study2,PR,sub-020.csv,2,-44.75321532871793,-44.75321532871793,99.89234435921628,180
study2,PR,sub-021.csv,2,-37.04048669004699,-37.04048669004699,84.4668870818744,180
study2,PR,sub-009.csv,2,-0.7568431200646952,-0.7568431200646952,11.89959994190981,180
study2,PR,sub-010.csv,2,-75.38587363588076,-75.38587363588076,161.15766097354194,180
study2,PR,sub-022.csv,2,-19.052417591009746,-19.052417591009746,48.49074888379991,180
study2,PR,sub-023.csv,2,-53.85757454229279,-53.85757454229279,118.101062786366,180
study2,PR,sub-024.csv,2,-46.091203572008425,-46.091203572008425,102.56832084579727,180
study2,PR,sub-025.csv,2,-57.179024770244254,-57.179024770244254,124.74396324226893,180
study2,PR,sub-026.csv,2,-5.298277293851081,-5.298277293851081,20.982468289482583,180
study2,PR,sub-027.csv,2,-22.688626842169434,-22.688626842169434,55.76316738611929,180
study2,PR,sub-028.csv,2,-44.36829848099524,-44.36829848099524,99.12251066377091,180
study2,PR,sub-029.csv,2,-0.721688245184513,-0.721688245184513,11.829290192149447,180
study2,PR,sub-030.csv,2,-113.76651931047567,-113.76651931047567,237.91895232273177,180
study2,PR,sub-031.csv,2,-49.61907585387053,-49.61907585387053,109.62406540952148,180
study2,PR,sub-032.csv,2,-68.97295340628531,-68.97295340628531,148.33182051435105,180
study2,PR,sub-033.csv,2,-29.4850174421332,-29.4850174421332,69.35594858604682,180
study2,PR,sub-034.csv,2,-0.7174940313697675,-0.7174940313697675,11.820901764519956,180
study2,PR,sub-035.csv,2,-113.08719337401452,-113.08719337401452,236.56030044980946,180
study2,PR,sub-036.csv,2,-122.53089323469814,-122.53089323469814,255.4477001711767,180
study2,PR,sub-037.csv,2,-29.205728375328558,-29.205728375328558,68.79737045243753,180
study2,PR,sub-038.csv,2,-45.51308313411628,-45.51308313411628,101.41207997001298,180
study2,PR,sub-039.csv,2,-90.67013324446508,-90.67013324446508,191.72618019071058,180
study2,PR,sub-040.csv,2,-115.83107612477392,-115.83107612477392,242.04806595132825,180
study2,PR,sub-041.csv,2,-31.38797814397261,-31.38797814397261,73.16186998972564,180
study2,PR,sub-042.csv,2,-47.1479806896809,-47.1479806896809,104.68187508114222,180
study2,PR,sub-043.csv,2,-43.97531139091472,-43.97531139091472,98.33653648360986,180
study2,PR,sub-044.csv,2,-44.70212863631381,-44.70212863631381,99.79017097440804,180
study2,PR,sub-045.csv,2,-108.08562431493583,-108.08562431493583,226.55716233165208,180
study2,PR,sub-046.csv,2,-39.952909079359536,-39.952909079359536,90.2917318604995,180
study2,PR,sub-047.csv,2,-92.61580694835958,-92.61580694835958,195.61752759849958,180
study2,PR,sub-048.csv,2,-0.7174938358119043,-0.7174938358119043,11.82090137340423,180
study2,PR,sub-049.csv,2,-100.8245475583356,-100.8245475583356,212.03500881845162,180
study2,PR,sub-050.csv,2,-88.25143661244014,-88.25143661244014,186.8887869266607,180
study2,PR,sub-051.csv,2,-58.761756669787694,-58.761756669787694,127.90942704135581,180
study2,PR,sub-052.csv,2,-97.8301560763876,-97.8301560763876,206.04622585455562,180
study2,PR,sub-053.csv,2,-122.12856385509438,-122.12856385509438,254.6430414119692,180
study2,PR,sub-054.csv,2,-15.011023368359012,-15.011023368359012,40.40796043849845,180
study2,PR,sub-055.csv,2,-0.719613073867615,-0.719613073867615,11.82513984951565,180
study2,PR,sub-056.csv,2,-122.76689291463546,-122.76689291463546,255.91969953105135,180
study2,PR,sub-057.csv,2,-49.049445710476206,-49.049445710476206,108.48480512273284,180
study2,PR,sub-058.csv,2,-42.21868564360513,-42.21868564360513,94.82328498899068,180
study2,PR,sub-059.csv,2,-69.80915614345251,-69.80915614345251,150.00422598868545,180
study2,PR,sub-060.csv,2,-88.46492214667627,-88.46492214667627,187.31575799513297,180
study2,PR,sub-061.csv,2,-88.08924508837418,-88.08924508837418,186.5644038785288,180
study2,PR,sub-062.csv,2,-0.7216837225485744,-0.7216837225485744,11.82928114687757,180
study2,PR,sub-063.csv,2,-115.65877090690523,-115.65877090690523,241.7034555155909,180
study2,PR,sub-064.csv,2,-114.4956378924484,-114.4956378924484,239.37718948667722,180
study2,PR,sub-065.csv,2,-0.7174932501238196,-0.7174932501238196,11.82090020202806,180
study2,PR,sub-066.csv,2,-107.2622856848436,-107.2622856848436,224.91048507146763,180
study2,PR,sub-067.csv,2,-0.7174948118736957,-0.7174948118736957,11.820903325527812,180
study2,PR,sub-068.csv,2,-43.51102739404433,-43.51102739404433,97.40796848986909,180
study2,PR,sub-069.csv,2,-49.38290558934726,-49.38290558934726,109.15172488047494,180
study2,PR,sub-070.csv,2,-62.98489821831841,-62.98489821831841,136.35571013841724,180
study2,PR,sub-071.csv,2,-92.13646693370606,-92.13646693370606,194.65884756919255,180
study2,PR,sub-072.csv,2,-100.72602009533728,-100.72602009533728,211.83795389245498,180
study2,PR,sub-073.csv,2,-17.773392466117738,-17.773392466117738,45.93269863401589,180
study2,PR,sub-074.csv,2,-105.46707584926942,-105.46707584926942,221.32006540031927,180
study2,PR,sub-075.csv,2,-0.7547047193071981,-0.7547047193071981,11.895323140394817,180
study2,PR,sub-076.csv,2,-6.680970481094476,-6.680970481094476,23.74785466396937,180
study2,PR,sub-077.csv,2,-73.75947004734573,-73.75947004734573,157.90485379647188,180
study2,PR,sub-078.csv,2,-118.4483053495979,-118.4483053495979,247.28252440097623,180
study2,PR,sub-079.csv,2,-114.38630036434861,-114.38630036434861,239.15851443047765,180
study2,PR,sub-080.csv,2,-64.69122335604195,-64.69122335604195,139.76836041386431,180
study2,PR,sub-081.csv,2,-80.20019604042581,-80.20019604042581,170.78630578263204,180
study2,PR,sub-082.csv,2,-43.974196361878384,-43.974196361878384,98.33430642553719,180
study2,PR,sub-083.csv,2,-101.87732078195388,-101.87732078195388,214.1405552656882,180
study2,PR,sub-084.csv,2,-41.907047918572374,-41.907047918572374,94.20000953892517,180
study2,PR,sub-085.csv,2,-80.84346168464234,-80.84346168464234,172.0728370710651,180
study2,PR,sub-086.csv,2,-47.06031992554453,-47.06031992554453,104.50655355286949,180
study2,PR,sub-087.csv,2,-53.66944286827209,-53.66944286827209,117.72479943832461,180
study2,PR,sub-088.csv,2,-12.216418711071652,-12.216418711071652,34.818751123923725,180
study2,PR,sub-089.csv,2,-123.64223404388068,-123.64223404388068,257.67038178954175,180
study2,PR,sub-090.csv,2,-60.82102266383869,-60.82102266383869,132.0279590294578,180
study2,PR,sub-091.csv,2,-0.7174946931039017,-0.7174946931039017,11.820903087988224,180
study2,PR,sub-092.csv,2,-0.7216861802613863,-0.7216861802613863,11.829286062303193,180
study2,PR,sub-093.csv,2,-0.7237321486120853,-0.7237321486120853,11.833377999004592,180
study2,PR,sub-094.csv,2,-116.55414469865502,-116.55414469865502,243.49420309909047,180
study2,PR,sub-095.csv,2,-28.266633229020798,-28.266633229020798,66.91918015982202,180
study2,PR,sub-096.csv,2,-72.13411209524325,-72.13411209524325,154.65413789226693,180
study2,PR,sub-097.csv,2,-88.9392533126829,-88.9392533126829,188.2644203271462,180
study2,PR,sub-098.csv,2,-51.986736175870185,-51.986736175870185,114.3593860535208,180
study2,PR,sub-099.csv,2,-99.87571920558452,-99.87571920558452,210.13735211294946,180
study2,PR,sub-100.csv,2,-19.487849319422537,-19.487849319422537,49.3616123406255,180
study2,PR,sub-101.csv,2,-59.21701943762332,-59.21701943762332,128.81995257702707,180
study2,PR,sub-102.csv,2,-0.7174927217633176,-0.7174927217633176,11.820899145307056,180
study2,PR,sub-103.csv,2,-34.344805429011416,-34.344805429011416,79.07552455980326,180
study2,PR,sub-104.csv,2,-43.1569378040486,-43.1569378040486,96.69978930987763,180
study2,PR,sub-105.csv,2,-70.85513700444623,-70.85513700444623,152.0961877106729,180
study2,PR,sub-106.csv,2,-19.07545154575574,-19.07545154575574,48.536816793291905,180
study2,PR,sub-107.csv,2,-17.811427224409165,-17.811427224409165,46.008768150598755,180
study2,PR,sub-108.csv,2,-25.032430951856355,-25.032430951856355,60.450775605493135,180
study2,PR,sub-109.csv,2,-75.3904283334704,-75.3904283334704,161.16677036872122,180
study2,PR,sub-110.csv,2,-63.767047506881894,-63.767047506881894,137.9200087155442,180
study2,PR,sub-111.csv,2,-6.679144492998444,-6.679144492998444,23.74420268777731,180
study2,PR,sub-112.csv,2,-83.3657091670842,-83.3657091670842,177.11733203594883,180
study2,PR,sub-113.csv,2,-57.20805424602659,-57.20805424602659,124.80202219383361,180
study2,PR,sub-114.csv,2,-22.122577826887106,-22.122577826887106,54.63106935555463,180
study2,PR,sub-115.csv,2,-96.49109771260902,-96.49109771260902,203.36810912699846,180
study2,PR,sub-116.csv,2,-8.916285396203007,-8.916285396203007,28.218484494186434,180
study2,PR,sub-117.csv,2,-0.7568419807345269,-0.7568419807345269,11.899597663249475,180
study2,PR,sub-118.csv,2,-24.891547341777358,-24.891547341777358,60.16900838533513,180
study2,PR,sub-119.csv,2,-68.22066448561436,-68.22066448561436,146.82724267300915,180
study2,PR,sub-120.csv,2,-14.663338549978192,-14.663338549978192,39.71259080173681,180
study2,PR,sub-121.csv,2,-63.70221182720618,-63.70221182720618,137.79033735619277,180
study2,PR,sub-122.csv,2,-40.70290877143965,-40.70290877143965,91.79173124465973,180
study2,PR,sub-123.csv,2,-78.0465717851515,-78.0465717851515,166.47905727208342,180
study2,PR,sub-124.csv,2,-98.3055110677536,-98.3055110677536,206.99693583728762,180
study2,PR,sub-125.csv,2,-44.09065060855431,-44.09065060855431,98.56721491888905,180
study2,PR,sub-126.csv,2,-34.436058234099704,-34.436058234099704,79.25803016997983,180
study2,PR,sub-127.csv,2,-37.487289009308384,-37.487289009308384,85.36049172039719,180
study2,PR,sub-128.csv,2,-36.23147672382519,-36.23147672382519,82.8488671494308,180
study2,PR,sub-129.csv,2,-38.6813904486047,-38.6813904486047,87.74869459898983,180
study2,PR,sub-130.csv,2,-43.77300573745072,-43.77300573745072,97.93192517668186,180
study2,PR,sub-131.csv,2,-45.458423797012024,-45.458423797012024,101.30276129580447,180
study2,PR,sub-132.csv,2,-110.1948441222867,-110.1948441222867,230.77560194635382,180
study2,PR,sub-133.csv,2,-0.7372329571137648,-0.7372329571137648,11.86037961600795,180
study2,PR,sub-134.csv,2,-121.0772478728378,-121.0772478728378,252.54040944745603,180
study2,PR,sub-135.csv,2,-14.82557326072706,-14.82557326072706,40.03706022323454,180
study2,PR,sub-136.csv,2,-94.8751807607109,-94.8751807607109,200.13627522320223,180
study2,PR,sub-137.csv,2,-39.50262135757526,-39.50262135757526,89.39115641693094,180
study2,PR,sub-138.csv,2,-26.072392489372938,-26.072392489372938,62.5306986805263,180
study2,PR,sub-139.csv,2,-34.409994738366976,-34.409994738366976,79.20590317851438,180
study2,PR,sub-140.csv,2,-0.7196121638458939,-0.7196121638458939,11.825138029472209,180
study2,PR,sub-141.csv,2,-122.72308442868133,-122.72308442868133,255.8320825591431,180
study2,PR,sub-142.csv,2,-109.07663065964664,-109.07663065964664,228.5391750210737,180
study2,PR,sub-143.csv,2,-73.62801636014456,-73.62801636014456,157.64194642206954,180
study2,PR,sub-144.csv,2,-54.65064210051863,-54.65064210051863,119.68719790281769,180
study2,PR,sub-145.csv,2,-22.977734172462625,-22.977734172462625,56.341382046705675,180
study2,PR,sub-146.csv,2,-20.78882205929947,-20.78882205929947,51.963557820379364,180
study2,PR,sub-147.csv,2,-109.77970460312912,-109.77970460312912,229.94532290803866,180
study2,PR,sub-148.csv,2,-24.993890743251818,-24.993890743251818,60.37369518828406,180
study2,PR,sub-149.csv,2,-0.7277308801373428,-0.7277308801373428,11.841375462055106,180
study2,PR,sub-150.csv,2,-81.57550355872634,-81.57550355872634,173.5369208192331,180
study2,PR,sub-151.csv,2,-49.652811847460924,-49.652811847460924,109.69153739670227,180
study2,PR,sub-152.csv,2,-31.601722107310373,-31.601722107310373,73.58935791640117,180
study2,PR,sub-153.csv,2,-5.247434007841918,-5.247434007841918,20.88078171746426,180
study2,PR,sub-154.csv,2,-37.37291900786205,-37.37291900786205,85.13175171750453,180
study2,PR,sub-155.csv,2,-87.46325082048281,-87.46325082048281,185.31241534274605,180
study2,PR,sub-156.csv,2,-38.874084733964224,-38.874084733964224,88.13408316970887,180
study2,PR,sub-157.csv,2,-46.6376069653014,-46.6376069653014,103.66112763238323,180
study2,PR,sub-158.csv,2,-39.71915933582882,-39.71915933582882,89.82423237343806,180
study2,PR,sub-159.csv,2,-25.138738702547343,-25.138738702547343,60.66339110687511,180
study2,PR,sub-160.csv,2,-70.29938291917442,-70.29938291917442,150.98467954012926,180
study2,PR,sub-161.csv,2,-25.721350673760377,-25.721350673760377,61.82861504930118,180
study2,PR,sub-162.csv,2,-14.78191726345364,-14.78191726345364,39.949748228687696,180
study2,PR,sub-163.csv,2,-74.70426782033013,-74.70426782033013,159.79444934244069,180
study2,CB,sub-001.csv,1,-112.37982793184102,-112.37982793184102,229.95261271457224,180
study2,CB,sub-002.csv,1,-6.3780958769147285,-6.3780958769147285,17.949148604719667,180
study2,CB,sub-003.csv,1,-38.63088877757549,-38.63088877757549,82.4547344060412,180
study2,CB,sub-004.csv,1,-94.07886750513352,-94.07886750513352,193.35069186115723,180
study2,CB,sub-005.csv,1,-94.07886755981228,-94.07886755981228,193.35069197051476,180
study2,CB,sub-006.csv,1,-97.78965647379628,-97.78965647379628,200.77226979848277,180
study2,CB,sub-007.csv,1,-102.3046184040846,-102.3046184040846,209.80219365905938,180
study2,CB,sub-011.csv,1,-26.328547838607918,-26.328547838607918,57.85005252810605,180
study2,CB,sub-012.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-013.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-008.csv,1,-74.33280667383171,-74.33280667383171,153.85857019855362,180
study2,CB,sub-014.csv,1,-19.221623969442337,-19.221623969442337,43.63620478977489,180
study2,CB,sub-015.csv,1,-114.5727027358883,-114.5727027358883,234.3383623226668,180
study2,CB,sub-016.csv,1,-108.20796414560115,-108.20796414560115,221.6088851420925,180
study2,CB,sub-017.csv,1,-121.90690993626713,-121.90690993626713,249.00677672342445,180
study2,CB,sub-018.csv,1,-119.33391032255028,-119.33391032255028,243.86077749599076,180
study2,CB,sub-019.csv,1,-103.3592564945272,-103.3592564945272,211.9114698399446,180
study2,CB,sub-020.csv,1,-98.96376044405409,-98.96376044405409,203.12047773899837,180
study2,CB,sub-021.csv,1,-46.68953941125954,-46.68953941125954,98.57203567340929,180
study2,CB,sub-009.csv,1,-115.25337227498386,-115.25337227498386,235.69970140085792,180
study2,CB,sub-010.csv,1,-105.38253275513703,-105.38253275513703,215.95802236116427,180
study2,CB,sub-022.csv,1,-116.54051385937218,-116.54051385937218,238.27398456963456,180
study2,CB,sub-023.csv,1,-76.0892816994039,-76.0892816994039,157.371520249698,180
study2,CB,sub-024.csv,1,-68.7875746089525,-68.7875746089525,142.7681060687952,180
study2,CB,sub-025.csv,1,-113.13614960110768,-113.13614960110768,231.46525605310555,180
study2,CB,sub-026.csv,1,-6.378096455324677,-6.378096455324677,17.949149761539566,180
study2,CB,sub-027.csv,1,-118.82308661767225,-118.82308661767225,242.8391300862347,180
study2,CB,sub-028.csv,1,-97.78965640722016,-97.78965640722016,200.77226966533053,180
study2,CB,sub-029.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-030.csv,1,-123.41869792940199,-123.41869792940199,252.03035270969417,180
study2,CB,sub-031.csv,1,-62.79280666018087,-62.79280666018087,130.77857017125194,180
study2,CB,sub-032.csv,1,-97.78965650235024,-97.78965650235024,200.77226985559068,180
study2,CB,sub-033.csv,1,-109.95581518181304,-109.95581518181304,225.10458721451627,180
study2,CB,sub-034.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-035.csv,1,-115.2533723285504,-115.2533723285504,235.699701507991,180
study2,CB,sub-036.csv,1,-124.05445101914232,-124.05445101914232,253.30185888917484,180
study2,CB,sub-037.csv,1,-108.20796418825569,-108.20796418825569,221.60888522740157,180
study2,CB,sub-038.csv,1,-46.68953977270904,-46.68953977270904,98.57203639630829,180
study2,CB,sub-039.csv,1,-91.44227327397243,-91.44227327397243,188.07750339883506,180
study2,CB,sub-040.csv,1,-120.28478661084253,-120.28478661084253,245.76253007257526,180
study2,CB,sub-041.csv,1,-103.35925630917897,-103.35925630917897,211.91146946924815,180
study2,CB,sub-042.csv,1,-94.07886758649781,-94.07886758649781,193.3506920238858,180
study2,CB,sub-043.csv,1,-96.58449702378704,-96.58449702378704,198.36195089846427,180
study2,CB,sub-044.csv,1,-106.3519246881994,-106.3519246881994,217.896806227289,180
study2,CB,sub-045.csv,1,-118.82308654081417,-118.82308654081417,242.83912993251855,180
study2,CB,sub-046.csv,1,-41.411264804488894,-41.411264804488894,88.015486459868,180
study2,CB,sub-047.csv,1,-98.96376047177476,-98.96376047177476,203.12047779443972,180
study2,CB,sub-048.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-049.csv,1,-107.29362435455579,-107.29362435455579,219.78020556000178,180
study2,CB,sub-050.csv,1,-91.44227329717528,-91.44227329717528,188.07750344524075,180
study2,CB,sub-051.csv,1,-92.77724908057118,-92.77724908057118,190.74745501203256,180
study2,CB,sub-052.csv,1,-97.78965636082644,-97.78965636082644,200.77226957254308,180
study2,CB,sub-053.csv,1,-123.16173840193609,-123.16173840193609,251.51643365476238,180
study2,CB,sub-054.csv,1,-19.221623160931227,-19.221623160931227,43.636203172752666,180
study2,CB,sub-055.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-056.csv,1,-124.05445103036978,-124.05445103036978,253.30185891162975,180
study2,CB,sub-057.csv,1,-96.58449694192633,-96.58449694192633,198.36195073474286,180
study2,CB,sub-058.csv,1,-46.68953904838954,-46.68953904838954,98.5720349476693,180
study2,CB,sub-059.csv,1,-74.33280660976939,-74.33280660976939,153.85857007042898,180
study2,CB,sub-060.csv,1,-94.07886771583098,-94.07886771583098,193.35069228255216,180
study2,CB,sub-061.csv,1,-105.38253279723443,-105.38253279723443,215.95802244535906,180
study2,CB,sub-062.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-063.csv,1,-124.7220449559803,-124.7220449559803,254.6370467628508,180
study2,CB,sub-064.csv,1,-115.2533723648545,-115.2533723648545,235.6997015805992,180
study2,CB,sub-065.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-066.csv,1,-124.05445104350068,-124.05445104350068,253.30185893789155,180
study2,CB,sub-067.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-068.csv,1,-114.57270270226094,-114.57270270226094,234.33836225541208,180
study2,CB,sub-069.csv,1,-105.38253287619,-105.38253287619,215.9580226032702,180
study2,CB,sub-070.csv,1,-64.84424945530591,-64.84424945530591,134.88145576150202,180
study2,CB,sub-071.csv,1,-92.77724905067055,-92.77724905067055,190.7474549522313,180
study2,CB,sub-072.csv,1,-105.38253276168734,-105.38253276168734,215.95802237426489,180
study2,CB,sub-073.csv,1,-113.86703305268604,-113.86703305268604,232.92702295626228,180
study2,CB,sub-074.csv,1,-115.2533723047821,-115.2533723047821,235.6997014604544,180
study2,CB,sub-075.csv,1,-114.57270276599905,-114.57270276599905,234.3383623828883,180
study2,CB,sub-076.csv,1,-6.378095413779386,-6.378095413779386,17.94914767844898,180
study2,CB,sub-077.csv,1,-119.3339103741447,-119.3339103741447,243.86077759917958,180
study2,CB,sub-078.csv,1,-118.28848779212589,-118.28848779212589,241.76993243514198,180
study2,CB,sub-079.csv,1,-123.86499796219107,-123.86499796219107,252.92295277527234,180
study2,CB,sub-080.csv,1,-87.23037947284861,-87.23037947284861,179.65371579658742,180
study2,CB,sub-081.csv,1,-107.29362429608004,-107.29362429608004,219.78020544305028,180
study2,CB,sub-082.csv,1,-100.10730955597876,-100.10730955597876,205.40757596284772,180
study2,CB,sub-083.csv,1,-103.35925650007646,-103.35925650007646,211.9114698510431,180
study2,CB,sub-084.csv,1,-76.08928177556918,-76.08928177556918,157.37152040202855,180
study2,CB,sub-085.csv,1,-105.38253276586273,-105.38253276586273,215.95802238261567,180
study2,CB,sub-086.csv,1,-91.44227337987682,-91.44227337987682,188.07750361064384,180
study2,CB,sub-087.csv,1,-100.10730936840328,-100.10730936840328,205.40757558769675,180
study2,CB,sub-088.csv,1,-15.3156959293697,-15.3156959293697,35.82434870962961,180
study2,CB,sub-089.csv,1,-124.22150471609393,-124.22150471609393,253.63596628307806,180
study2,CB,sub-090.csv,1,-60.685130573886184,-60.685130573886184,126.56321799866258,180
study2,CB,sub-091.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-092.csv,1,-0.8571858418933331,-0.8571858418933331,6.907328534676877,180
study2,CB,sub-093.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-094.csv,1,-123.86499796740627,-123.86499796740627,252.92295278570273,180
study2,CB,sub-095.csv,1,-115.90924497922806,-115.90924497922806,237.01144680934632,180
study2,CB,sub-096.csv,1,-104.38509907470014,-104.38509907470014,213.96315500029047,180
study2,CB,sub-097.csv,1,-88.66956217964068,-88.66956217964068,182.53208121017155,180
study2,CB,sub-098.csv,1,-96.584497070589,-96.584497070589,198.3619509920682,180
study2,CB,sub-099.csv,1,-109.09526065286036,-109.09526065286036,223.38347815661092,180
study2,CB,sub-100.csv,1,-19.221623668363385,-19.221623668363385,43.63620418761698,180
study2,CB,sub-101.csv,1,-60.68513111985738,-60.68513111985738,126.56321909060497,180
study2,CB,sub-102.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-103.csv,1,-121.14214839496917,-121.14214839496917,247.47725364082854,180
study2,CB,sub-104.csv,1,-112.37982783257236,-112.37982783257236,229.95261251603492,180
study2,CB,sub-105.csv,1,-110.78991455564945,-110.78991455564945,226.7727859621891,180
study2,CB,sub-106.csv,1,-19.221624000994904,-19.221624000994904,43.63620485288002,180
study2,CB,sub-107.csv,1,-19.22162404759084,-19.22162404759084,43.63620494607189,180
study2,CB,sub-108.csv,1,-32.74223532981578,-32.74223532981578,70.67742751052177,180
study2,CB,sub-109.csv,1,-117.72996539763126,-117.72996539763126,240.65288764615272,180
study2,CB,sub-110.csv,1,-104.38509909160177,-104.38509909160177,213.96315503409375,180
study2,CB,sub-111.csv,1,-6.3780960302660485,-6.3780960302660485,17.949148911422306,180
study2,CB,sub-112.csv,1,-95.34775342404329,-95.34775342404329,195.88846369897678,180
study2,CB,sub-113.csv,1,-98.96376048840217,-98.96376048840217,203.12047782769454,180
study2,CB,sub-114.csv,1,-22.87672863414985,-22.87672863414985,50.94641411918991,180
study2,CB,sub-115.csv,1,-97.78965654974795,-97.78965654974795,200.7722699503861,180
study2,CB,sub-116.csv,1,-11.082191714759833,-11.082191714759833,27.35734028040988,180
study2,CB,sub-117.csv,1,-115.2533723002222,-115.2533723002222,235.6997014513346,180
study2,CB,sub-118.csv,1,-113.13614948064829,-113.13614948064829,231.46525581218677,180
study2,CB,sub-119.csv,1,-92.7772490553238,-92.7772490553238,190.74745496153778,180
study2,CB,sub-120.csv,1,-15.315695143046515,-15.315695143046515,35.82434713698324,180
study2,CB,sub-121.csv,1,-66.84179802833465,-66.84179802833465,138.8765529075595,180
study2,CB,sub-122.csv,1,-41.41126491894505,-41.41126491894505,88.01548668878031,180
study2,CB,sub-123.csv,1,-96.58449694082704,-96.58449694082704,198.36195073254427,180
study2,CB,sub-124.csv,1,-100.10730949618386,-100.10730949618386,205.40757584325792,180
study2,CB,sub-125.csv,1,-119.82109940762601,-119.82109940762601,244.8351556661422,180
study2,CB,sub-126.csv,1,-35.744869923022684,-35.744869923022684,76.68269669693558,180
study2,CB,sub-127.csv,1,-96.58449694023753,-96.58449694023753,198.36195073136525,180
study2,CB,sub-128.csv,1,-41.41126506766042,-41.41126506766042,88.01548698621106,180
study2,CB,sub-129.csv,1,-38.63088953545621,-38.63088953545621,82.45473592180264,180
study2,CB,sub-130.csv,1,-94.07886749562383,-94.07886749562383,193.35069184213785,180
study2,CB,sub-131.csv,1,-97.78965645001058,-97.78965645001058,200.77226975091136,180
study2,CB,sub-132.csv,1,-113.86703299914134,-113.86703299914134,232.9270228491729,180
study2,CB,sub-133.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-134.csv,1,-122.2548207569791,-122.2548207569791,249.7025983648484,180
