study,model,sub,npar,loglik,lme,bic,n_obs
study1,CB,sub-008.csv,1,-123.41869793435777,-123.41869793435777,252.03035271960573,180
study1,CB,sub-048.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study1,CB,sub-023.csv,1,-15.315697525767252,-15.315697525767252,35.824351902424716,180
study1,CB,sub-026.csv,1,-110.78991460580153,-110.78991460580153,226.77278606249325,180
study1,CB,sub-084.csv,1,-117.72996538822652,-117.72996538822652,240.65288762734323,180
study1,CB,sub-082.csv,1,-116.54051381850871,-116.54051381850871,238.27398448790763,180
study1,CB,sub-086.csv,1,-105.3825327030047,-105.3825327030047,215.9580222568996,180
study1,CB,sub-035.csv,1,-6.378096773409809,-6.378096773409809,17.94915039770983,180
study1,CB,sub-066.csv,1,-11.082191249995429,-11.082191249995429,27.35733935088107,180
study1,CB,sub-058.csv,1,-122.88215428955857,-122.88215428955857,250.95726543000734,180
study1,CB,sub-010.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study1,CB,sub-015.csv,1,-82.69183948192742,-82.69183948192742,170.57663581474503,180
study1,CB,sub-078.csv,1,-121.14214842313045,-121.14214842313045,247.4772536971511,180
study1,CB,sub-042.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study1,CB,sub-069.csv,1,-119.33391036507544,-119.33391036507544,243.86077758104108,180
study1,CB,sub-090.csv,1,-22.876728761871234,-22.876728761871234,50.94641437463268,180
study1,CB,sub-054.csv,1,-96.58449702890393,-96.58449702890393,198.36195090869805,180
study1,CB,sub-076.csv,1,-119.3339103685578,-119.3339103685578,243.8607775880058,180
study1,CB,sub-045.csv,1,-113.8670330449306,-113.8670330449306,232.92702294075139,180
study1,CB,sub-039.csv,1,-117.14736253980432,-117.14736253980432,239.48768193049884,180
study1,CB,sub-079.csv,1,-109.95581521747647,-109.95581521747647,225.10458728584314,180
study1,CB,sub-089.csv,1,-77.80218835731613,-77.80218835731613,160.79733356552245,180
study1,CB,sub-074.csv,1,-112.37982785420526,-112.37982785420526,229.95261255930072,180
study1,CB,sub-014.csv,1,-124.58865838093304,-124.58865838093304,254.37027361275628,180
study1,CB,sub-062.csv,1,-105.3825328360504,-105.3825328360504,215.958022522991,180
study1,CB,sub-025.csv,1,-87.23037946049716,-87.23037946049716,179.65371577188452,180
study1,CB,sub-040.csv,1,-103.35925646494802,-103.35925646494802,211.91146978078623,180
study1,CB,sub-077.csv,1,-109.9558153128165,-109.9558153128165,225.1045874765232,180
study1,CB,sub-011.csv,1,-101.22077870941652,-101.22077870941652,207.63451426972324,180
study1,CB,sub-030.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study1,CB,sub-068.csv,1,-91.44227344383238,-91.44227344383238,188.07750373855495,180
study1,CB,sub-019.csv,1,-58.518634214977695,-58.518634214977695,122.2302252808456,180
study1,CB,sub-050.csv,1,-117.147362522149,-117.147362522149,239.4876818951882,180
study1,CB,sub-067.csv,1,-113.86703300758066,-113.86703300758066,232.92702286605152,180
study1,CB,sub-017.csv,1,-15.31569653090447,-15.31569653090447,35.82434991269915,180
study1,CB,sub-047.csv,1,-79.47280566397764,-79.47280566397764,164.13856817884547,180
study1,CB,sub-031.csv,1,-108.2079641997421,-108.2079641997421,221.60888525037439,180
study1,CB,sub-021.csv,1,-11.082191201412773,-11.082191201412773,27.357339253715757,180
study1,CB,sub-070.csv,1,-62.79280662619933,-62.79280662619933,130.77857010328887,180
study1,CB,sub-046.csv,1,-84.2423905798804,-84.2423905798804,173.67773801065098,180
study1,CB,sub-056.csv,1,-101.2207787219627,-101.2207787219627,207.6345142948156,180
study1,CB,sub-083.csv,1,-114.57270271862185,-114.57270271862185,234.3383622881339,180
study1,CB,sub-027.csv,1,-19.221624035532958,-19.221624035532958,43.63620492195613,180
study1,CB,sub-051.csv,1,-98.96376041887812,-98.96376041887812,203.12047768864645,180
study1,CB,sub-060.csv,1,-56.29043507926561,-56.29043507926561,117.77382700942144,180
study1,CB,sub-043.csv,1,-115.90924492522441,-115.90924492522441,237.01144670133903,180
study1,CB,sub-032.csv,1,-85.75493710945929,-85.75493710945929,176.70283106980878,180
study1,CB,sub-053.csv,1,-44.09498327671366,-44.09498327671366,93.38292340431754,180
study1,CB,sub-087.csv,1,-123.65309802907363,-123.65309802907363,252.49915290903746,180
study1,CB,sub-033.csv,1,-112.37982790002714,-112.37982790002714,229.95261265094447,180
study1,CB,sub-041.csv,1,-82.69183950910141,-82.69183950910141,170.57663586909302,180
study1,CB,sub-001.csv,1,-22.876728496928557,-22.876728496928557,50.946413844747326,180
study1,CB,sub-061.csv,1,-120.72509702611077,-120.72509702611077,246.64315090311175,180
study1,CB,sub-071.csv,1,-90.0732783876627,-90.0732783876627,185.3395136262156,180
study1,CB,sub-006.csv,1,-29.609303954755305,-29.609303954755305,64.41156476040082,180
study1,CB,sub-049.csv,1,-109.95581517591353,-109.95581517591353,225.10458720271725,180
study1,CB,sub-024.csv,1,-96.58449703715905,-96.58449703715905,198.3619509252083,180
study1,CB,sub-072.csv,1,-38.63089037863652,-38.63089037863652,82.45473760816326,180
study1,CB,sub-063.csv,1,-121.90690995253469,-121.90690995253469,249.00677675595958,180
study1,CB,sub-081.csv,1,-121.142148397563,-121.142148397563,247.4772536460162,180
study1,CB,sub-080.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study1,CB,sub-013.csv,1,-6.378099138985429,-6.378099138985429,17.94915512886107,180
study1,CB,sub-065.csv,1,-11.08219305517662,-11.08219305517662,27.357342961243454,180
study1,CB,sub-093.csv,1,-123.65309802869437,-123.65309802869437,252.49915290827894,180
study1,CB,sub-002.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
