parameter,symbol,n,median,Q1,Q3
MB_B,$\beta_{\mathrm{MBMC}}$,93,1.0993984961044236,0.47751460911903,1.8289523937194039
MB_depth,$\gamma_d$,93,0.6204951900171881,0.3386106793191377,0.7706062007436788
MB_breadth,$\tilde b_1$,93,0.5149195673702152,0.484846973737915,0.6386935213057703
breadth2,$\tilde b_2$,93,0.4576860920253055,0.16369162476355245,0.5000000009424959
mbcache,$\kappa_C$,93,2.570767356583278,1.534583999195299,4.115273328124926
CB,$\beta_{\mathrm{CB}}$,93,0.5834748092863445,-0.0638227889474572,1.5408498785877953
forgetC,$\gamma_C$,93,0.06888712973102684,0.029443189280364813,0.13169052338445283
cache_reward,$\kappa_R$,93,0.5696571692746405,0.20769924188234806,1.2507547075167327
cache_plan,$\omega_P$,93,1.5879838479895454,0.7108361158789954,3.894220568638492
