sub,percent_correct
5Amanda_thisExp_2024-06-24_13h50.56.923.csv,0.75
5c573f18d3cc6b0001d9dbc3_thisExp_2024-06-24_14h04.10.556.csv,0.75
5c720c7278263500015665f9_thisExp_2024-06-24_13h51.56.017.csv,0.75
5d038adefda4bb00013f8afb_thisExp_2024-06-24_21h04.27.695.csv,0.75
5thisExp_2024-06-24_19h51.45.329.csv,0.75
5thisExp_2024-06-24_20h49.03.184.csv,0.75
63e51e063af1cc5baf0c72ca_thisExp_2024-06-24_19h51.47.811.csv,0.75
