,sub,trial_num,trial_num_within_goal,current_state,decision,got_to_goal,got_to_goal_last,goal_switch,control_regressor,RT,eligible_decisions_accuracy,retrieved_cached,planning_depth,delayed_planning,choices,worry,optimally_delayed,optimally_control_choice,optimally_delayed_last
0,sub-001.csv,-0.9322033898305084,1,start,1,0,0,1,1,2.0955609235597192,1,0,3,1,space,30,0,0,0
1,sub-001.csv,-0.8813559322033898,2,start,1,1,0,1,1,2.751531057713746,1,0,3,1,right,30,1,1,0
2,sub-001.csv,-0.864406779661017,3,start,1,0,1,0,1,1.3839415955362935,1,1,3,1,right,30,0,1,1
3,sub-001.csv,-0.7966101694915254,4,start,1,0,0,1,1,0.7268237069193291,1,0,3,1,space,30,0,0,0
4,sub-001.csv,-0.7796610169491526,5,start,1,1,0,0,1,1.804922455754336,1,0,3,1,right,30,1,1,0
5,sub-001.csv,-0.711864406779661,6,start,1,1,1,1,1,2.1004689088719113,1,1,3,1,right,30,1,1,1
6,sub-001.csv,-0.6440677966101694,7,start,1,1,1,1,1,1.5562058978371638,1,1,3,1,right,30,1,1,1
7,sub-001.csv,-0.6271186440677966,8,start,1,1,1,0,1,0.8492958630498767,1,1,3,1,right,30,1,1,1
8,sub-001.csv,-0.5932203389830508,9,start,1,0,1,1,1,1.6340329592894807,1,0,3,1,left,30,0,1,1
9,sub-001.csv,-0.5423728813559322,10,start,1,1,0,1,1,0.8725478089262362,1,0,3,1,right,30,1,1,0
10,sub-001.csv,-0.5084745762711864,11,start,1,1,1,1,1,0.6241721660564141,1,1,3,1,right,30,1,1,1
11,sub-001.csv,-0.423728813559322,12,start,1,1,1,1,1,0.13374387004959568,1,1,3,1,right,30,1,1,1
12,sub-001.csv,-0.4067796610169492,13,start,1,1,1,0,1,-0.10524941071909748,1,1,3,1,right,30,1,1,1
13,sub-001.csv,-0.3389830508474576,14,start,1,1,1,1,1,1.3628465983823272,1,1,3,1,right,30,1,1,1
14,sub-001.csv,-0.3050847457627119,15,start,1,1,1,1,1,0.35079770676585614,1,1,3,1,right,30,1,1,1
15,sub-001.csv,-0.288135593220339,16,start,1,1,1,0,1,1.087719847501686,1,1,3,1,right,30,1,1,1
16,sub-001.csv,-0.23728813559322035,17,start,1,1,1,1,1,0.5730677602294036,1,1,3,1,right,30,1,1,1
17,sub-001.csv,-0.2033898305084746,18,start,1,1,1,1,1,0.20057069046181777,1,1,3,1,right,30,1,1,1
18,sub-001.csv,-0.1694915254237288,19,start,1,1,1,1,1,-0.08664780672567216,1,1,3,1,right,30,1,1,1
19,sub-001.csv,-0.13559322033898305,20,start,1,1,1,1,1,0.36067692531803025,1,1,3,1,right,30,1,1,1
20,sub-001.csv,-0.9322033898305084,1,images/baby.png,2,0,1,1,1,1.8192287112175998,0,0,3,0,space,30,0,0,1
21,sub-001.csv,-0.8813559322033898,2,images/toothbrush.png,2,1,0,1,1,1.5513425892433883,1,0,3,0,left,30,1,1,0
22,sub-001.csv,-0.864406779661017,3,images/toothbrush.png,2,0,1,0,1,1.8925545792629497,1,0,3,0,right,30,0,1,1
23,sub-001.csv,-0.7966101694915254,4,images/baby.png,2,0,0,1,1,1.0597675048445425,0,1,3,0,space,30,0,0,0
24,sub-001.csv,-0.7796610169491526,5,images/toothbrush.png,2,1,0,0,1,2.2500489212912154,1,0,3,0,left,30,1,1,0
25,sub-001.csv,-0.711864406779661,6,images/toothbrush.png,2,1,1,1,1,0.7739895684040461,1,1,3,0,left,30,1,1,1
26,sub-001.csv,-0.6440677966101694,7,images/toothbrush.png,2,1,1,1,1,1.0767415242498932,1,1,3,0,left,30,1,1,1
27,sub-001.csv,-0.6271186440677966,8,images/toothbrush.png,2,1,1,0,1,0.45881628360515897,1,1,3,0,left,30,1,1,1
28,sub-001.csv,-0.5932203389830508,9,images/baby.png,2,0,1,1,1,1.082313515698607,0,1,3,0,space,30,0,0,1
29,sub-001.csv,-0.5423728813559322,10,images/toothbrush.png,2,1,0,1,1,1.2277088620025196,1,1,3,0,left,30,1,1,0
30,sub-001.csv,-0.5084745762711864,11,images/toothbrush.png,2,1,1,1,1,-0.3011050927839216,1,1,3,0,left,30,1,1,1
31,sub-001.csv,-0.423728813559322,12,images/toothbrush.png,2,1,1,1,1,0.11760524207426343,1,1,3,0,left,30,1,1,1
32,sub-001.csv,-0.4067796610169492,13,images/toothbrush.png,2,1,1,0,1,-0.5144990291322996,1,1,3,0,left,30,1,1,1
33,sub-001.csv,-0.3389830508474576,14,images/toothbrush.png,2,1,1,1,1,-0.5769654262705357,1,1,3,0,left,30,1,1,1
34,sub-001.csv,-0.3050847457627119,15,images/toothbrush.png,2,1,1,1,1,-0.323240167852495,1,1,3,0,left,30,1,1,1
35,sub-001.csv,-0.288135593220339,16,images/toothbrush.png,2,1,1,0,1,-0.8753887405537293,1,1,3,0,left,30,1,1,1
36,sub-001.csv,-0.23728813559322035,17,images/toothbrush.png,2,1,1,1,1,0.07594200357515733,1,1,3,0,left,30,1,1,1
37,sub-001.csv,-0.2033898305084746,18,images/toothbrush.png,2,1,1,1,1,-0.2697111871305446,1,1,3,0,left,30,1,1,1
38,sub-001.csv,-0.1694915254237288,19,images/toothbrush.png,2,1,1,1,1,0.8019567414172205,1,1,3,0,left,30,1,1,1
39,sub-001.csv,-0.13559322033898305,20,images/toothbrush.png,2,1,1,1,1,-0.6328049515537836,1,1,3,0,left,30,1,1,1
40,sub-001.csv,-0.9322033898305084,1,images/bowtie.png,3,0,1,1,1,0.9487966434304141,0,0,3,0,space,30,0,0,1
41,sub-001.csv,-0.8813559322033898,2,images/car.png,3,1,0,1,1,0.5192698705486537,0,0,3,0,left,30,1,1,0
42,sub-001.csv,-0.864406779661017,3,images/backpack.png,3,0,1,0,1,0.9033270654822964,0,0,3,0,space,30,0,0,1
43,sub-001.csv,-0.7966101694915254,4,images/backpack.png,3,0,0,1,1,0.5432540909853283,0,0,3,0,space,30,0,0,0
44,sub-001.csv,-0.7796610169491526,5,images/car.png,3,1,0,0,1,1.0680843502991513,0,0,3,0,left,30,1,1,0
45,sub-001.csv,-0.711864406779661,6,images/car.png,3,1,1,1,1,0.20530539318432994,0,0,3,0,left,30,1,1,1
46,sub-001.csv,-0.6440677966101694,7,images/car.png,3,1,1,1,1,0.8258845079981396,0,0,3,0,left,30,1,1,1
47,sub-001.csv,-0.6271186440677966,8,images/car.png,3,1,1,0,1,0.07825649796576735,0,0,3,0,left,30,1,1,1
48,sub-001.csv,-0.5932203389830508,9,images/bowtie.png,3,0,1,1,1,0.44635110058050687,0,0,3,0,space,30,0,0,1
49,sub-001.csv,-0.5423728813559322,10,images/car.png,3,1,0,1,1,0.7623000392482621,0,0,3,0,left,30,1,1,0
50,sub-001.csv,-0.5084745762711864,11,images/car.png,3,1,1,1,1,-0.34446408655076544,0,0,3,0,left,30,1,1,1
51,sub-001.csv,-0.423728813559322,12,images/car.png,3,1,1,1,1,-0.9665319483109017,0,0,3,0,left,30,1,1,1
52,sub-001.csv,-0.4067796610169492,13,images/car.png,3,1,1,0,1,-0.48272419365511593,0,0,3,0,left,30,1,1,1
53,sub-001.csv,-0.3389830508474576,14,images/car.png,3,1,1,1,1,-0.5693378948336589,0,0,3,0,left,30,1,1,1
54,sub-001.csv,-0.3050847457627119,15,images/car.png,3,1,1,1,1,-1.452006904485272,0,1,3,0,left,30,1,1,1
55,sub-001.csv,-0.288135593220339,16,images/car.png,3,1,1,0,1,-1.4196443408014447,0,1,3,0,left,30,1,1,1
56,sub-001.csv,-0.23728813559322035,17,images/car.png,3,1,1,1,1,-1.2772606000957683,0,1,3,0,left,30,1,1,1
