,MB_model_sim,MB_depth_sim,MB_breadth1_sim,MB_breadth2_sim,cache_reward_sim,cb_sim,forgetting_cache_sim,effect_reward_sim,cache_plan_sim
0,1.975057142780455,0.7479119203036393,0.2946638696046055,0.08032499022231572,1.9827414744344436,-0.3615326361913579,0.08101084177845497,0.9917565630985969,0.7573383045519761
1,1.1620515479696047,0.8730422408474366,0.7021435374018677,0.22512448696317627,2.63449696397275,1.2095895433883306,0.14060406245924945,0.7958502254182542,4.552367271772696
2,1.46689151395362,0.8470243576864116,0.6589622509016708,0.1649685197184173,2.785598673051504,0.8567031293039886,0.03737262734787765,0.6812289740303262,3.698417785135473
3,1.5345915086020425,0.7805087179700247,0.480949488806856,0.5041875499207262,2.955533230556869,0.5391536260186849,0.03105992996088084,0.8328286589069206,2.7652044834162526
4,1.0214153650754962,0.649035959047767,0.6113149856620809,0.5193535616394177,3.2335277230716093,0.729354624945642,0.03474433162142955,0.9755987314729748,2.56520358822361
5,1.0054112133936415,0.5654791685876583,0.5812461470256082,0.21291635191759345,4.234333328863705,0.7609543029694036,0.02648444990382249,1.0927534441595457,3.0951833481340465
6,1.764657397767684,0.9012490735931933,0.5772030148342177,0.24906809631204027,3.9882925911041793,0.1910683512159992,0.026007168363793437,0.8615014848145371,1.738254078535157
7,2.576879695132739,0.8911601778175189,0.6743546943919139,0.01993983933800468,2.5189595542584438,-0.1544760339689764,0.07880567243323144,0.5264391218151963,1.338252565413056
8,1.1320460031823454,0.7910605620576494,0.6162569678072735,0.2519055340035844,2.897841085692159,1.3059196001915163,0.07909092351440081,0.840608812062757,2.6543141265966947
9,1.0315238293451396,0.7784746569127506,0.6229362012623059,0.24038176901270503,2.452798018219137,1.5849099522691183,0.06362915064702261,0.7429737020822305,2.638450573811302
10,1.0097321888346915,0.49004966622325385,0.49118248639818785,0.3204893739907837,2.941611366527394,0.5139443368966645,0.03341727799824401,0.7938181392690928,1.4689249907735005
11,2.292409964299396,0.9086257362211607,0.5603929534253148,0.026534542422871968,2.216246536863665,-0.21824325378612508,0.046401587360565225,0.6589876715829429,1.0751970810559017
12,2.729607572704349,0.8972811364393865,0.7023073885215996,0.20287110804616554,2.4481213707572698,-0.6336641556119107,0.0723543071576826,0.6264065874193968,3.02583106356159
