,Unnamed: 0,sub,trial_num,trial_num_within_goal,current_state,decision,got_to_goal,got_to_goal_last,goal_switch,control_regressor,RT,eligible_decisions_accuracy,retrieved_cached,planning_depth,delayed_planning,choices,worry,optimally_delayed,optimally_control_choice,optimally_delayed_last,choice_numeric,choice_numeric_last,choices_numeric,interaction_won_and_metachoice,got_to_goal_retrieved_cached,MB_decision,optimal_metacontrol_choice,optimal_metacontrol_choice_accurate,over_planning,over_control,optimal_metacontrol_choice_last,points_from_choice,points_from_goal,trial_points,total_points,correct_control_action,meta_action,switch_order,goal_reachability
2712,2712,5thisExp_2024-06-24_15h23.59.890.csv,-0.3728813559322034,13,start,1,1,1.0,1,1,1.1494638188255433,1,1,3,1,right,33,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,60900,1.0,0,1,0
2713,2713,5thisExp_2024-06-24_15h23.59.890.csv,-0.2203389830508474,14,start,1,1,1.0,1,1,0.2741408018851135,1,1,3,1,right,33,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,60900,1.0,0,1,0
2714,2714,5thisExp_2024-06-24_15h23.59.890.csv,-0.1864406779661017,15,start,1,1,1.0,1,1,0.2626719094476132,1,1,3,1,right,33,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,60900,1.0,0,1,0
2715,2715,5thisExp_2024-06-24_15h23.59.890.csv,-0.1525423728813559,16,start,1,1,1.0,1,1,0.3583735005743139,1,1,3,1,right,33,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,60900,1.0,0,1,0
2716,2716,5thisExp_2024-06-24_15h23.59.890.csv,-0.1186440677966101,17,start,1,1,1.0,1,1,0.2604393360579067,1,1,3,1,right,33,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,60900,1.0,0,1,0
2717,2717,5thisExp_2024-06-24_15h23.59.890.csv,-0.0508474576271186,18,start,1,1,1.0,1,1,0.1579434780659545,1,1,3,1,right,33,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,60900,1.0,0,1,0
2718,2718,5thisExp_2024-06-24_15h23.59.890.csv,-0.0169491525423728,19,start,1,0,1.0,1,1,0.3376857856868749,1,1,3,1,right,33,1,1,1,0,0.0,1,0,Lost_Cached,1,1,0,0,0,1.0,0,0,0,60900,0.3333333333333333,0,1,0
2719,2719,5thisExp_2024-06-24_15h23.59.890.csv,0.0,20,start,1,1,0.0,0,1,0.3156133373804722,1,1,3,1,right,33,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,60900,1.0,0,1,0
2720,2720,5thisExp_2024-06-24_15h23.59.890.csv,-0.9322033898305084,1,images/baby.png,2,0,,1,1,2.270949936620432,0,0,3,0,right,33,0,1,1,0,0.0,1,0,Won_Novel,-10,1,0,1,0,0.0,0,0,-100,60900,0.0,0,1,1
2721,2721,5thisExp_2024-06-24_15h23.59.890.csv,-0.9152542372881356,2,images/baby.png,2,0,0.0,0,1,1.9970377154250205,0,0,3,0,left,33,1,1,0,0,0.0,0,0,Won_Novel,-10,1,0,1,0,1.0,0,0,0,60900,0.0,0,1,0
2722,2722,5thisExp_2024-06-24_15h23.59.890.csv,-0.864406779661017,3,images/toothbrush.png,2,0,,1,1,0.0311109950250527,1,0,3,0,space,33,0,0,1,1,0.0,2,0,Won_Novel,0,0,0,1,0,1.0,-100,0,-300,60900,,1,1,1
2723,2723,5thisExp_2024-06-24_15h23.59.890.csv,-0.7627118644067796,4,images/baby.png,2,0,0.0,1,1,0.9394602339007976,0,0,3,0,space,33,0,0,0,1,0.0,2,0,Won_Novel,-10,0,0,1,0,0.0,-100,0,-300,60900,,1,1,1
2724,2724,5thisExp_2024-06-24_15h23.59.890.csv,-0.6779661016949152,5,images/toothbrush.png,2,1,0.0,1,1,0.9548573850229718,1,0,3,0,left,33,1,1,0,0,1.0,0,-1,Lost_Novel,0,1,1,1,0,0.0,0,400,400,60900,1.0,0,1,0
2725,2725,5thisExp_2024-06-24_15h23.59.890.csv,-0.6610169491525424,6,images/baby.png,2,0,0.0,0,1,2.3765601991786185,0,0,3,0,left,33,0,1,1,0,1.0,0,-1,Won_Novel,-10,1,0,1,0,1.0,0,0,-100,60900,0.0,0,0,-1
2726,2726,5thisExp_2024-06-24_15h23.59.890.csv,-0.6271186440677966,7,images/toothbrush.png,2,1,1.0,1,1,1.3884171065008692,1,1,3,0,left,33,1,1,0,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2727,2727,5thisExp_2024-06-24_15h23.59.890.csv,-0.6101694915254238,8,images/toothbrush.png,2,1,1.0,0,1,-0.0388447838235671,1,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2728,2728,5thisExp_2024-06-24_15h23.59.890.csv,-0.5423728813559322,9,images/toothbrush.png,2,1,1.0,1,1,0.8734667346832269,1,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2729,2729,5thisExp_2024-06-24_15h23.59.890.csv,-0.5254237288135594,10,images/toothbrush.png,2,1,1.0,0,1,0.4601426693988601,1,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2730,2730,5thisExp_2024-06-24_15h23.59.890.csv,-0.423728813559322,11,images/toothbrush.png,2,1,1.0,1,1,-0.9080745771028146,1,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2731,2731,5thisExp_2024-06-24_15h23.59.890.csv,-0.4067796610169492,12,images/toothbrush.png,2,1,1.0,0,1,0.1381954987513994,1,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2732,2732,5thisExp_2024-06-24_15h23.59.890.csv,-0.3728813559322034,13,images/toothbrush.png,2,1,1.0,1,1,-0.3400988046769116,1,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2733,2733,5thisExp_2024-06-24_15h23.59.890.csv,-0.2203389830508474,14,images/toothbrush.png,2,1,1.0,1,1,-0.126470664053949,1,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2734,2734,5thisExp_2024-06-24_15h23.59.890.csv,-0.1864406779661017,15,images/toothbrush.png,2,1,1.0,1,1,-0.0070246149369644,1,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2735,2735,5thisExp_2024-06-24_15h23.59.890.csv,-0.1525423728813559,16,images/toothbrush.png,2,1,1.0,1,1,-0.2655292678106475,1,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2736,2736,5thisExp_2024-06-24_15h23.59.890.csv,-0.1186440677966101,17,images/toothbrush.png,2,1,1.0,1,1,-0.6281087843807232,1,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2737,2737,5thisExp_2024-06-24_15h23.59.890.csv,-0.0508474576271186,18,images/toothbrush.png,2,1,1.0,1,1,-0.520371036609522,1,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2738,2738,5thisExp_2024-06-24_15h23.59.890.csv,-0.0169491525423728,19,images/toothbrush.png,2,0,1.0,1,1,-0.4019712188539085,1,0,3,0,right,33,1,1,1,0,0.0,1,0,Won_Novel,0,1,0,1,0,1.0,0,0,0,60900,0.3333333333333333,0,1,0
2739,2739,5thisExp_2024-06-24_15h23.59.890.csv,0.0,20,images/toothbrush.png,2,1,0.0,0,1,-0.6589390092302083,1,0,3,0,left,33,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2740,2740,5thisExp_2024-06-24_15h23.59.890.csv,-0.9322033898305084,1,images/bowtie.png,3,0,,1,1,2.02273890631004,0,0,3,0,right,33,0,1,1,0,0.0,1,0,Won_Novel,-10,1,0,1,0,0.0,0,0,-100,60900,0.0,0,1,1
2741,2741,5thisExp_2024-06-24_15h23.59.890.csv,-0.9152542372881356,2,images/backpack.png,3,0,,0,1,1.6752069262049984,0,0,3,0,left,33,1,1,0,0,0.0,0,0,Won_Novel,-10,1,0,1,0,1.0,0,0,0,60900,0.0,0,1,0
2742,2742,5thisExp_2024-06-24_15h23.59.890.csv,-0.864406779661017,3,images/backpack.png,3,0,0.0,1,1,1.071480871276076,0,1,3,0,space,33,0,0,1,1,0.0,2,0,Lost_Cached,-10,0,0,1,0,1.0,-100,0,-300,60900,,1,1,1
2743,2743,5thisExp_2024-06-24_15h23.59.890.csv,-0.7627118644067796,4,images/bowtie.png,3,0,0.0,1,1,2.3724096185608543,0,0,3,0,space,33,0,0,0,1,0.0,2,0,Won_Novel,-10,0,0,1,0,0.0,-100,0,-300,60900,,1,1,1
2744,2744,5thisExp_2024-06-24_15h23.59.890.csv,-0.6779661016949152,5,images/car.png,3,1,,1,1,1.1253840391655374,0,0,3,0,left,33,1,1,0,0,0.0,0,0,Lost_Novel,0,1,1,1,0,0.0,0,400,400,60900,1.0,0,1,0
2745,2745,5thisExp_2024-06-24_15h23.59.890.csv,-0.6610169491525424,6,images/backpack.png,3,0,0.0,0,1,0.1731126177086448,0,0,3,0,space,33,0,0,1,1,1.0,2,-1,Won_Novel,-10,0,0,1,0,1.0,-100,0,-100,60900,0.0,1,0,-1
2746,2746,5thisExp_2024-06-24_15h23.59.890.csv,-0.6271186440677966,7,images/car.png,3,1,1.0,1,1,0.5341514490694873,0,1,3,0,left,33,1,1,0,0,0.0,0,0,Won_Cached,0,1,1,1,0,0.0,0,400,400,60900,1.0,0,1,0
2747,2747,5thisExp_2024-06-24_15h23.59.890.csv,-0.6101694915254238,8,images/car.png,3,1,1.0,0,1,-0.8952633646820796,0,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2748,2748,5thisExp_2024-06-24_15h23.59.890.csv,-0.5423728813559322,9,images/car.png,3,1,1.0,1,1,0.3267825860736957,0,0,3,0,left,33,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2749,2749,5thisExp_2024-06-24_15h23.59.890.csv,-0.5254237288135594,10,images/car.png,3,1,1.0,0,1,-0.1525685986446067,0,0,3,0,left,33,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2750,2750,5thisExp_2024-06-24_15h23.59.890.csv,-0.423728813559322,11,images/car.png,3,1,1.0,1,1,0.1817380532555383,0,0,3,0,left,33,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2751,2751,5thisExp_2024-06-24_15h23.59.890.csv,-0.4067796610169492,12,images/car.png,3,1,1.0,0,1,-0.1202485725961756,0,0,3,0,left,33,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2752,2752,5thisExp_2024-06-24_15h23.59.890.csv,-0.3728813559322034,13,images/car.png,3,1,1.0,1,1,-1.8005984178952592,0,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2753,2753,5thisExp_2024-06-24_15h23.59.890.csv,-0.2203389830508474,14,images/car.png,3,1,1.0,1,1,-0.3305895734630574,0,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2754,2754,5thisExp_2024-06-24_15h23.59.890.csv,-0.1864406779661017,15,images/car.png,3,1,1.0,1,1,-2.016654553581071,0,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2755,2755,5thisExp_2024-06-24_15h23.59.890.csv,-0.1525423728813559,16,images/car.png,3,1,1.0,1,1,-1.7521542146356957,0,0,3,0,left,33,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2756,2756,5thisExp_2024-06-24_15h23.59.890.csv,-0.1186440677966101,17,images/car.png,3,1,1.0,1,1,-2.020418201230375,0,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2757,2757,5thisExp_2024-06-24_15h23.59.890.csv,-0.0508474576271186,18,images/car.png,3,1,1.0,1,1,-2.1928342290349265,0,0,3,0,left,33,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2758,2758,5thisExp_2024-06-24_15h23.59.890.csv,-0.0169491525423728,19,images/backpack.png,3,0,0.0,1,1,0.7284660606842998,0,0,3,0,left,33,1,1,1,0,1.0,0,-1,Won_Novel,-10,1,0,1,0,1.0,0,0,0,60900,0.3333333333333333,0,1,0
2759,2759,5thisExp_2024-06-24_15h23.59.890.csv,0.0,20,images/car.png,3,1,1.0,0,1,-1.928266713882718,0,1,3,0,left,33,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,60900,1.0,0,1,0
2760,2760,5thisExp_2024-06-24_15h30.26.825.csv,-0.9152542372881356,1,start,1,0,,1,1,-0.4574428472008773,1,0,3,1,space,78,0,0,0,1,0.0,2,0,Won_Novel,1,0,0,0,0,0.0,-100,0,-300,56100,,1,1,1
2761,2761,5thisExp_2024-06-24_15h30.26.825.csv,-0.8983050847457628,2,start,1,0,0.0,0,1,0.5934373364109333,1,1,3,1,space,78,0,0,0,1,1.0,2,-1,Lost_Cached,1,0,0,0,0,0.0,-100,0,-300,56100,,1,1,1
2762,2762,5thisExp_2024-06-24_15h30.26.825.csv,-0.864406779661017,3,start,1,0,0.0,1,1,-0.1447945849032333,1,1,3,1,space,78,0,0,0,1,1.0,2,-1,Lost_Cached,1,0,0,0,0,0.0,-100,0,-300,56100,,1,1,1
2763,2763,5thisExp_2024-06-24_15h30.26.825.csv,-0.847457627118644,4,start,1,0,0.0,0,1,2.560130071025588,1,0,3,1,left,78,0,1,0,0,1.0,0,-1,Won_Novel,1,1,0,0,0,0.0,0,0,-100,56100,0.0,0,0,-1
2764,2764,5thisExp_2024-06-24_15h30.26.825.csv,-0.7627118644067796,5,start,1,0,0.0,1,1,1.300137164668716,1,1,3,1,left,78,1,1,0,0,0.0,0,0,Lost_Cached,1,1,0,0,0,1.0,0,0,0,56100,0.0,0,1,0
2765,2765,5thisExp_2024-06-24_15h30.26.825.csv,-0.7288135593220338,6,start,1,1,0.0,1,1,1.6921048660678708,1,0,3,1,right,78,1,1,1,0,0.0,1,0,Lost_Novel,1,1,1,0,0,1.0,0,400,400,56100,1.0,0,1,0
2766,2766,5thisExp_2024-06-24_15h30.26.825.csv,-0.711864406779661,7,start,1,1,1.0,0,1,0.6059539688575679,1,1,3,1,right,78,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,56100,1.0,0,1,0
2767,2767,5thisExp_2024-06-24_15h30.26.825.csv,-0.6440677966101694,8,start,1,1,1.0,1,1,2.887266942942686,1,1,3,1,right,78,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,56100,1.0,0,1,0
2768,2768,5thisExp_2024-06-24_15h30.26.825.csv,-0.6101694915254238,9,start,1,1,1.0,1,1,1.1820338968071822,1,1,3,1,right,78,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,56100,1.0,0,1,0
2769,2769,5thisExp_2024-06-24_15h30.26.825.csv,-0.5254237288135594,10,start,1,1,1.0,1,1,1.6787027469357585,1,1,3,1,right,78,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,56100,1.0,0,1,0
2770,2770,5thisExp_2024-06-24_15h30.26.825.csv,-0.4915254237288136,11,start,1,0,1.0,1,1,0.3891324534872667,1,0,3,1,space,78,0,0,1,1,0.0,2,0,Won_Novel,1,0,0,0,0,1.0,-100,0,-300,56100,,1,1,1
2771,2771,5thisExp_2024-06-24_15h30.26.825.csv,-0.4406779661016949,12,start,1,1,0.0,1,1,1.6957623868935288,1,0,3,1,right,78,1,1,0,0,1.0,1,-1,Lost_Novel,1,1,1,0,0,0.0,0,400,400,56100,1.0,0,1,0
2772,2772,5thisExp_2024-06-24_15h30.26.825.csv,-0.3050847457627119,13,start,1,1,1.0,1,1,1.1200801952833506,1,1,3,1,right,78,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,56100,1.0,0,1,0
2773,2773,5thisExp_2024-06-24_15h30.26.825.csv,-0.2711864406779661,14,start,1,1,1.0,1,1,1.5510245938834408,1,1,3,1,right,78,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,56100,1.0,0,1,0
2774,2774,5thisExp_2024-06-24_15h30.26.825.csv,-0.1694915254237288,15,start,1,1,1.0,1,1,0.2987703694372015,1,1,3,1,right,78,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,56100,1.0,0,1,0
2775,2775,5thisExp_2024-06-24_15h30.26.825.csv,-0.1525423728813559,16,start,1,1,1.0,0,1,0.5548616477556022,1,1,3,1,right,78,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,56100,1.0,0,1,0
2776,2776,5thisExp_2024-06-24_15h30.26.825.csv,-0.1016949152542373,17,start,1,1,1.0,1,1,-0.1377689297448959,1,0,3,1,space,78,0,0,1,1,0.0,2,0,Lost_Novel,1,0,0,0,0,1.0,100,400,500,56100,1.0,1,1,1
2777,2777,5thisExp_2024-06-24_15h30.26.825.csv,-0.0677966101694915,18,start,1,1,1.0,1,1,0.6264730472919525,1,1,3,1,space,78,0,0,0,1,1.0,2,1,Won_Cached,1,0,0,0,0,0.0,100,400,500,56100,1.0,1,1,1
2778,2778,5thisExp_2024-06-24_15h30.26.825.csv,-0.0508474576271186,19,start,1,0,1.0,0,1,0.4189734581329566,1,1,3,1,space,78,0,0,0,1,1.0,2,1,Lost_Cached,1,0,0,0,0,0.0,-100,0,-300,56100,,1,1,1
2779,2779,5thisExp_2024-06-24_15h30.26.825.csv,0.0,20,start,1,1,0.0,1,1,-0.16865536603014,1,1,3,1,space,78,0,0,0,1,1.0,2,-1,Won_Cached,1,0,0,0,0,0.0,100,400,500,56100,1.0,1,1,1
2780,2780,5thisExp_2024-06-24_15h30.26.825.csv,-0.9152542372881356,1,images/baby.png,2,0,,1,1,1.4796936253784403,0,0,3,0,space,78,0,0,0,1,0.0,2,0,Won_Novel,-10,0,0,1,0,0.0,-100,0,-300,56100,,1,1,1
2781,2781,5thisExp_2024-06-24_15h30.26.825.csv,-0.8983050847457628,2,images/toothbrush.png,2,0,,0,1,0.9415685390584236,1,0,3,0,space,78,0,0,0,1,0.0,2,0,Won_Novel,0,0,0,1,0,0.0,-100,0,-300,56100,,1,1,1
2782,2782,5thisExp_2024-06-24_15h30.26.825.csv,-0.864406779661017,3,images/baby.png,2,0,0.0,1,1,1.1730701995861197,0,1,3,0,space,78,0,0,0,1,1.0,2,-1,Lost_Cached,-10,0,0,1,0,0.0,-100,0,-300,56100,,1,1,1
2783,2783,5thisExp_2024-06-24_15h30.26.825.csv,-0.847457627118644,4,images/baby.png,2,0,0.0,0,1,0.4529210492644597,0,1,3,0,space,78,0,0,0,1,1.0,2,-1,Lost_Cached,-10,0,0,1,0,0.0,-100,0,-100,56100,0.0,1,0,-1
2784,2784,5thisExp_2024-06-24_15h30.26.825.csv,-0.7627118644067796,5,images/baby.png,2,0,0.0,1,1,1.939518336302498,0,0,3,0,left,78,1,1,0,0,1.0,0,-1,Won_Novel,-10,1,0,1,0,0.0,0,0,0,56100,0.0,0,1,0
2785,2785,5thisExp_2024-06-24_15h30.26.825.csv,-0.7288135593220338,6,images/toothbrush.png,2,1,0.0,1,1,1.703947772067656,1,0,3,0,left,78,1,1,1,0,1.0,0,-1,Lost_Novel,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2786,2786,5thisExp_2024-06-24_15h30.26.825.csv,-0.711864406779661,7,images/toothbrush.png,2,1,1.0,0,1,-0.5554743754348727,1,1,3,0,left,78,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2787,2787,5thisExp_2024-06-24_15h30.26.825.csv,-0.6440677966101694,8,images/toothbrush.png,2,1,1.0,1,1,0.7409368443957939,1,1,3,0,left,78,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2788,2788,5thisExp_2024-06-24_15h30.26.825.csv,-0.6101694915254238,9,images/toothbrush.png,2,1,1.0,1,1,-0.6073365241468345,1,1,3,0,left,78,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2789,2789,5thisExp_2024-06-24_15h30.26.825.csv,-0.5254237288135594,10,images/toothbrush.png,2,1,1.0,1,1,0.7669086641219988,1,1,3,0,left,78,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2790,2790,5thisExp_2024-06-24_15h30.26.825.csv,-0.4915254237288136,11,images/baby.png,2,0,0.0,1,1,-0.9875182411625228,0,0,3,0,space,78,0,0,1,1,0.0,2,0,Won_Novel,-10,0,0,1,0,1.0,-100,0,-300,56100,,1,1,1
2791,2791,5thisExp_2024-06-24_15h30.26.825.csv,-0.4406779661016949,12,images/toothbrush.png,2,1,1.0,1,1,0.4853847312840379,1,1,3,0,left,78,1,1,0,0,0.0,0,0,Won_Cached,0,1,1,1,0,0.0,0,400,400,56100,1.0,0,1,0
2792,2792,5thisExp_2024-06-24_15h30.26.825.csv,-0.3050847457627119,13,images/toothbrush.png,2,1,1.0,1,1,0.8433758938066362,1,1,3,0,left,78,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2793,2793,5thisExp_2024-06-24_15h30.26.825.csv,-0.2711864406779661,14,images/toothbrush.png,2,1,1.0,1,1,-0.7375171282958859,1,1,3,0,left,78,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2794,2794,5thisExp_2024-06-24_15h30.26.825.csv,-0.1694915254237288,15,images/toothbrush.png,2,1,1.0,1,1,-0.916290731874155,1,1,3,0,left,78,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2795,2795,5thisExp_2024-06-24_15h30.26.825.csv,-0.1525423728813559,16,images/toothbrush.png,2,1,1.0,0,1,-0.2963865130819272,1,1,3,0,left,78,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2796,2796,5thisExp_2024-06-24_15h30.26.825.csv,-0.1016949152542373,17,images/toothbrush.png,2,1,1.0,1,1,1.1470531855015995,1,1,3,0,left,78,0,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,500,56100,1.0,0,1,1
2797,2797,5thisExp_2024-06-24_15h30.26.825.csv,-0.0677966101694915,18,images/toothbrush.png,2,1,1.0,1,1,0.9227498269348936,1,1,3,0,left,78,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,500,56100,1.0,0,1,1
2798,2798,5thisExp_2024-06-24_15h30.26.825.csv,-0.0508474576271186,19,images/baby.png,2,0,0.0,0,1,2.2298100782116337,0,1,3,0,space,78,0,0,0,1,1.0,2,-1,Lost_Cached,-10,0,0,1,0,1.0,-100,0,-300,56100,,1,1,1
2799,2799,5thisExp_2024-06-24_15h30.26.825.csv,0.0,20,images/toothbrush.png,2,1,1.0,1,1,1.2386930208041227,1,1,3,0,left,78,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,1,0,0.0,0,400,500,56100,1.0,0,1,1
2800,2800,5thisExp_2024-06-24_15h30.26.825.csv,-0.9152542372881356,1,images/backpack.png,3,0,,1,1,0.9534709029984388,0,0,3,0,space,78,0,0,0,1,0.0,2,0,Won_Novel,-10,0,0,1,0,0.0,-100,0,-300,56100,,1,1,1
2801,2801,5thisExp_2024-06-24_15h30.26.825.csv,-0.8983050847457628,2,images/backpack.png,3,0,0.0,0,1,1.5558050412646052,0,0,3,0,space,78,0,0,0,1,1.0,2,-1,Won_Novel,-10,0,0,1,0,0.0,-100,0,-300,56100,,1,1,1
2802,2802,5thisExp_2024-06-24_15h30.26.825.csv,-0.864406779661017,3,images/bowtie.png,3,0,,1,1,1.3623089983693792,0,0,3,0,space,78,0,0,0,1,0.0,2,0,Won_Novel,-10,0,0,1,0,0.0,-100,0,-300,56100,,1,1,1
2803,2803,5thisExp_2024-06-24_15h30.26.825.csv,-0.847457627118644,4,images/bowtie.png,3,0,0.0,0,1,1.6930434962888972,0,0,3,0,left,78,0,1,0,0,1.0,0,-1,Won_Novel,-10,1,0,1,0,0.0,0,0,-100,56100,0.0,0,0,-1
2804,2804,5thisExp_2024-06-24_15h30.26.825.csv,-0.7627118644067796,5,images/backpack.png,3,0,0.0,1,1,-0.1068060043178092,0,0,3,0,right,78,1,1,0,0,1.0,1,-1,Won_Novel,-10,1,0,1,0,1.0,0,0,0,56100,0.0,0,1,0
2805,2805,5thisExp_2024-06-24_15h30.26.825.csv,-0.7288135593220338,6,images/car.png,3,1,,1,1,0.2511477477238072,0,0,3,0,left,78,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2806,2806,5thisExp_2024-06-24_15h30.26.825.csv,-0.711864406779661,7,images/car.png,3,1,1.0,0,1,-1.1205511961868635,0,0,3,0,left,78,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2807,2807,5thisExp_2024-06-24_15h30.26.825.csv,-0.6440677966101694,8,images/car.png,3,1,1.0,1,1,0.5710360421649737,0,0,3,0,left,78,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2808,2808,5thisExp_2024-06-24_15h30.26.825.csv,-0.6101694915254238,9,images/car.png,3,1,1.0,1,1,0.4525395154940932,0,0,3,0,left,78,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2809,2809,5thisExp_2024-06-24_15h30.26.825.csv,-0.5254237288135594,10,images/car.png,3,1,1.0,1,1,-0.2248950843530161,0,1,3,0,left,78,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,1,0,1.0,0,400,400,56100,1.0,0,1,0
2810,2810,5thisExp_2024-06-24_15h30.26.825.csv,-0.4915254237288136,11,images/backpack.png,3,0,0.0,1,1,-1.1297934061516846,0,0,3,0,space,78,0,0,1,1,0.0,2,0,Won_Novel,-10,0,0,1,0,1.0,-100,0,-300,56100,,1,1,1
