,Unnamed: 0,sub,trial_num,trial_num_within_goal,current_state,decision,got_to_goal,got_to_goal_last,goal_switch,control_regressor,RT,eligible_decisions_accuracy,retrieved_cached,planning_depth,delayed_planning,choices,worry,optimally_delayed,optimally_control_choice,optimally_delayed_last,choice_numeric,choice_numeric_last,choices_numeric,interaction_won_and_metachoice,got_to_goal_retrieved_cached,MB_decision,optimal_metacontrol_choice,optimal_metacontrol_choice_accurate,over_planning,over_control,optimal_metacontrol_choice_last,points_from_choice,points_from_goal,trial_points,total_points,correct_control_action,meta_action,switch_order,goal_reachability
15667,15667,5thisExp_2024-06-24_19h54.02.507.csv,-0.6610169491525424,8,start,1,1,1.0,1,0,0.4692533478550314,0,1,2,0,space,58,1,1,0,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,500,41100,1.0,1,1,1
15668,15668,5thisExp_2024-06-24_19h54.02.507.csv,-0.6440677966101694,9,start,1,0,1.0,0,0,0.7735744296725598,0,1,2,0,space,58,0,1,1,1,1.0,2,1,Lost_Cached,2,1,0,0,-1,1.0,-100,0,-300,41100,,1,1,1
15669,15669,5thisExp_2024-06-24_19h54.02.507.csv,-0.6271186440677966,10,start,1,1,0.0,0,0,0.725565966815446,0,1,2,0,space,58,1,1,0,1,1.0,2,-1,Won_Cached,2,1,1,0,-1,1.0,100,400,500,41100,1.0,1,1,1
15670,15670,5thisExp_2024-06-24_19h54.02.507.csv,-0.4745762711864407,11,start,1,1,1.0,1,0,1.4816272679386822,0,0,2,0,right,58,0,0,1,0,1.0,1,1,Lost_Novel,2,0,0,0,1,1.0,0,400,400,41100,1.0,0,1,0
15671,15671,5thisExp_2024-06-24_19h54.02.507.csv,-0.4406779661016949,12,start,1,1,1.0,1,0,1.415634692896559,0,1,2,0,right,58,0,0,0,0,0.0,1,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,41100,1.0,0,1,0
15672,15672,5thisExp_2024-06-24_19h54.02.507.csv,-0.3898305084745763,13,start,1,1,1.0,1,0,1.3434651451444697,0,0,2,0,left,58,0,0,0,0,0.0,0,0,Lost_Novel,2,0,0,0,1,0.0,0,400,400,41100,1.0,0,1,0
15673,15673,5thisExp_2024-06-24_19h54.02.507.csv,-0.3728813559322034,14,start,1,1,1.0,0,0,1.0592475651458328,0,1,2,0,left,58,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,41100,1.0,0,1,0
15674,15674,5thisExp_2024-06-24_19h54.02.507.csv,-0.3220338983050847,15,start,1,1,1.0,1,0,0.948525562007513,0,1,2,0,left,58,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,41100,1.0,0,1,0
15675,15675,5thisExp_2024-06-24_19h54.02.507.csv,-0.288135593220339,16,start,1,0,1.0,1,0,1.2768979343404925,0,0,2,0,right,58,0,0,0,0,0.0,1,0,Won_Novel,2,0,0,0,1,0.0,0,0,-100,41100,0.5,0,0,-1
15676,15676,5thisExp_2024-06-24_19h54.02.507.csv,-0.2372881355932203,17,start,1,0,0.0,1,0,1.0423593471173114,0,1,2,0,right,58,0,0,0,0,0.0,1,0,Lost_Cached,2,0,0,0,1,0.0,0,0,-100,41100,0.5,0,0,-1
15677,15677,5thisExp_2024-06-24_19h54.02.507.csv,-0.1525423728813559,18,start,1,1,0.0,1,0,1.031118293304894,0,1,2,0,right,58,0,0,0,0,0.0,1,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,41100,1.0,0,1,0
15678,15678,5thisExp_2024-06-24_19h54.02.507.csv,-0.1186440677966101,19,start,1,0,1.0,1,0,0.9739179247089482,0,1,2,0,right,58,0,0,0,0,0.0,1,0,Lost_Cached,2,0,0,0,1,0.0,0,0,-100,41100,0.5,0,0,-1
15679,15679,5thisExp_2024-06-24_19h54.02.507.csv,-0.1016949152542373,20,start,1,1,0.0,0,0,1.4284914098196788,0,1,2,0,right,58,0,0,0,0,0.0,1,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,41100,1.0,0,1,0
15680,15680,5thisExp_2024-06-24_19h54.02.507.csv,-0.9830508474576272,1,images/toothbrush.png,2,1,,1,1,2.229648741916533,1,0,2,1,right,58,1,1,0,0,0.0,1,0,Lost_Novel,1,1,1,0,0,0.0,0,400,500,41100,1.0,0,1,1
15681,15681,5thisExp_2024-06-24_19h54.02.507.csv,-0.9152542372881356,2,images/toothbrush.png,2,0,1.0,1,1,1.6719431177854975,1,0,2,1,space,58,0,0,1,1,0.0,2,0,Won_Novel,1,0,0,0,0,1.0,-100,0,-300,41100,,1,1,1
15682,15682,5thisExp_2024-06-24_19h54.02.507.csv,-0.8983050847457628,3,images/toothbrush.png,2,0,0.0,0,1,0.6507614640635074,1,1,2,1,space,58,0,0,0,1,1.0,2,-1,Lost_Cached,1,0,0,0,0,0.0,-100,0,-300,41100,,1,1,1
15683,15683,5thisExp_2024-06-24_19h54.02.507.csv,-0.8305084745762712,4,images/baby.png,2,1,,1,1,1.3884420531773496,1,0,2,1,space,58,0,0,0,1,0.0,2,0,Lost_Novel,0,0,0,0,0,0.0,100,400,600,41100,1.0,1,1,1
15684,15684,5thisExp_2024-06-24_19h54.02.507.csv,-0.7796610169491526,5,images/baby.png,2,0,1.0,1,1,0.5347374438123036,1,1,2,1,space,58,0,0,0,1,1.0,2,1,Lost_Cached,0,0,0,0,0,0.0,-100,0,-300,41100,,1,1,1
15685,15685,5thisExp_2024-06-24_19h54.02.507.csv,-0.7627118644067796,6,images/toothbrush.png,2,1,0.0,0,1,0.415679430515136,1,1,2,1,space,58,0,0,0,1,1.0,2,-1,Won_Cached,1,0,0,0,0,0.0,100,400,600,41100,1.0,1,1,1
15686,15686,5thisExp_2024-06-24_19h54.02.507.csv,-0.7288135593220338,7,images/baby.png,2,1,0.0,1,1,0.6314845201678384,1,1,2,1,space,58,0,0,0,1,1.0,2,-1,Won_Cached,0,0,0,0,0,0.0,100,400,600,41100,1.0,1,1,1
15687,15687,5thisExp_2024-06-24_19h54.02.507.csv,-0.6610169491525424,8,images/baby.png,2,1,1.0,1,1,1.0297622641209054,1,0,2,1,left,58,1,1,0,0,1.0,0,1,Lost_Novel,0,1,1,0,0,0.0,0,400,500,41100,1.0,0,1,1
15688,15688,5thisExp_2024-06-24_19h54.02.507.csv,-0.6440677966101694,9,images/toothbrush.png,2,0,1.0,0,1,1.2811004982413852,1,1,2,1,space,58,0,0,1,1,1.0,2,1,Lost_Cached,1,0,0,0,0,1.0,-100,0,-300,41100,,1,1,1
15689,15689,5thisExp_2024-06-24_19h54.02.507.csv,-0.6271186440677966,10,images/baby.png,2,1,1.0,0,1,1.0533359437984742,1,1,2,1,left,58,1,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,0.0,0,400,500,41100,1.0,0,1,1
15690,15690,5thisExp_2024-06-24_19h54.02.507.csv,-0.4745762711864407,11,images/toothbrush.png,2,1,0.0,1,1,0.3659616883304641,1,0,2,1,right,58,0,1,1,0,1.0,1,-1,Lost_Novel,1,1,1,0,0,1.0,0,400,400,41100,1.0,0,1,0
15691,15691,5thisExp_2024-06-24_19h54.02.507.csv,-0.4406779661016949,12,images/toothbrush.png,2,1,1.0,1,1,0.267581400744778,1,1,2,1,right,58,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,41100,1.0,0,1,0
15692,15692,5thisExp_2024-06-24_19h54.02.507.csv,-0.3898305084745763,13,images/baby.png,2,1,1.0,1,1,1.044789481970603,1,1,2,1,left,58,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,41100,1.0,0,1,0
15693,15693,5thisExp_2024-06-24_19h54.02.507.csv,-0.3728813559322034,14,images/baby.png,2,1,1.0,0,1,0.6501352899666543,1,1,2,1,left,58,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,41100,1.0,0,1,0
15694,15694,5thisExp_2024-06-24_19h54.02.507.csv,-0.3220338983050847,15,images/baby.png,2,1,1.0,1,1,-0.5971099923630031,1,1,2,1,left,58,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,41100,1.0,0,1,0
15695,15695,5thisExp_2024-06-24_19h54.02.507.csv,-0.288135593220339,16,images/toothbrush.png,2,0,1.0,1,1,0.6415906936455432,1,0,2,1,left,58,0,1,0,0,0.0,0,0,Won_Novel,1,1,0,0,0,1.0,0,0,-100,41100,0.5,0,0,-1
15696,15696,5thisExp_2024-06-24_19h54.02.507.csv,-0.2372881355932203,17,images/toothbrush.png,2,0,0.0,1,1,0.3717704315840672,1,1,2,1,left,58,0,1,0,0,0.0,0,0,Lost_Cached,1,1,0,0,0,1.0,0,0,-100,41100,0.5,0,0,-1
15697,15697,5thisExp_2024-06-24_19h54.02.507.csv,-0.1525423728813559,18,images/toothbrush.png,2,1,0.0,1,1,0.5001690435774618,1,0,2,1,right,58,0,1,0,0,0.0,1,0,Lost_Novel,1,1,1,0,0,1.0,0,400,400,41100,1.0,0,1,0
15698,15698,5thisExp_2024-06-24_19h54.02.507.csv,-0.1186440677966101,19,images/toothbrush.png,2,0,1.0,1,1,0.5888416637506315,1,0,2,1,left,58,0,1,0,0,0.0,0,0,Won_Novel,1,1,0,0,0,1.0,0,0,-100,41100,0.5,0,0,-1
15699,15699,5thisExp_2024-06-24_19h54.02.507.csv,-0.1016949152542373,20,images/toothbrush.png,2,1,0.0,0,1,0.6845099871642817,1,0,2,1,right,58,0,1,0,0,0.0,1,0,Lost_Novel,1,1,1,0,0,1.0,0,400,400,41100,1.0,0,1,0
15700,15700,5thisExp_2024-06-24_19h54.02.507.csv,-0.9830508474576272,1,images/backpack.png,3,1,,1,1,0.9635177702368368,1,0,2,0,right,58,1,1,0,0,0.0,1,0,Lost_Novel,1,1,1,1,0,0.0,0,400,500,41100,1.0,0,1,1
15701,15701,5thisExp_2024-06-24_19h54.02.507.csv,-0.9152542372881356,2,images/car.png,3,0,,1,1,0.5705839881368201,0,0,2,0,space,58,0,0,1,1,0.0,2,0,Won_Novel,-10,0,0,1,0,1.0,-100,0,-300,41100,,1,1,1
15702,15702,5thisExp_2024-06-24_19h54.02.507.csv,-0.8983050847457628,3,images/car.png,3,0,0.0,0,1,0.579026181455246,0,1,2,0,space,58,0,0,0,1,1.0,2,-1,Lost_Cached,-10,0,0,1,0,0.0,-100,0,-300,41100,,1,1,1
15703,15703,5thisExp_2024-06-24_19h54.02.507.csv,-0.8305084745762712,4,images/backpack.png,3,1,1.0,1,1,0.6065538979748499,1,1,2,0,right,58,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,0.0,0,400,600,41100,1.0,0,1,1
15704,15704,5thisExp_2024-06-24_19h54.02.507.csv,-0.7796610169491526,5,images/bowtie.png,3,0,,1,1,1.4628154906943005,0,0,2,0,space,58,0,0,0,1,0.0,2,0,Won_Novel,-10,0,0,1,0,1.0,-100,0,-300,41100,,1,1,1
15705,15705,5thisExp_2024-06-24_19h54.02.507.csv,-0.7627118644067796,6,images/backpack.png,3,1,1.0,0,1,0.3481184412556117,1,1,2,0,right,58,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,0.0,0,400,600,41100,1.0,0,1,1
15706,15706,5thisExp_2024-06-24_19h54.02.507.csv,-0.7288135593220338,7,images/backpack.png,3,1,1.0,1,1,0.4942083179425529,1,1,2,0,right,58,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,1.0,0,400,600,41100,1.0,0,1,1
15707,15707,5thisExp_2024-06-24_19h54.02.507.csv,-0.6610169491525424,8,images/backpack.png,3,1,1.0,1,1,-0.1640495120065058,1,1,2,0,right,58,1,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,1.0,0,400,500,41100,1.0,0,1,1
15708,15708,5thisExp_2024-06-24_19h54.02.507.csv,-0.6440677966101694,9,images/car.png,3,0,0.0,0,1,1.7106217177684158,0,1,2,0,space,58,0,0,1,1,1.0,2,-1,Lost_Cached,-10,0,0,1,0,1.0,-100,0,-300,41100,,1,1,1
15709,15709,5thisExp_2024-06-24_19h54.02.507.csv,-0.6271186440677966,10,images/backpack.png,3,1,1.0,0,1,0.0156764793850076,1,1,2,0,right,58,1,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,0.0,0,400,500,41100,1.0,0,1,1
15710,15710,5thisExp_2024-06-24_19h54.02.507.csv,-0.4745762711864407,11,images/backpack.png,3,1,1.0,1,1,0.1095716364292908,1,1,2,0,right,58,0,1,1,0,0.0,1,0,Won_Cached,1,1,1,1,0,1.0,0,400,400,41100,1.0,0,1,0
15711,15711,5thisExp_2024-06-24_19h54.02.507.csv,-0.4406779661016949,12,images/backpack.png,3,1,1.0,1,1,-0.3471490312853284,1,1,2,0,right,58,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,1.0,0,400,400,41100,1.0,0,1,0
15712,15712,5thisExp_2024-06-24_19h54.02.507.csv,-0.3898305084745763,13,images/backpack.png,3,1,1.0,1,1,-0.0875205975294952,1,1,2,0,right,58,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,1.0,0,400,400,41100,1.0,0,1,0
15713,15713,5thisExp_2024-06-24_19h54.02.507.csv,-0.3728813559322034,14,images/backpack.png,3,1,1.0,0,1,-0.2007707004624844,1,1,2,0,right,58,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,1.0,0,400,400,41100,1.0,0,1,0
15714,15714,5thisExp_2024-06-24_19h54.02.507.csv,-0.3220338983050847,15,images/backpack.png,3,1,1.0,1,1,0.2022058800993297,1,1,2,0,right,58,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,1.0,0,400,400,41100,1.0,0,1,0
15715,15715,5thisExp_2024-06-24_19h54.02.507.csv,-0.288135593220339,16,images/car.png,3,0,0.0,1,1,0.6348822724279696,0,1,2,0,space,58,0,0,0,1,1.0,2,-1,Lost_Cached,-10,0,0,1,0,1.0,-100,0,-100,41100,0.5,1,0,-1
15716,15716,5thisExp_2024-06-24_19h54.02.507.csv,-0.2372881355932203,17,images/car.png,3,0,0.0,1,1,0.6717192331463249,0,1,2,0,space,58,0,0,0,1,1.0,2,-1,Lost_Cached,-10,0,0,1,0,0.0,-100,0,-100,41100,0.5,1,0,-1
15717,15717,5thisExp_2024-06-24_19h54.02.507.csv,-0.1525423728813559,18,images/backpack.png,3,1,1.0,1,1,-0.1631073378701503,1,1,2,0,right,58,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,0.0,0,400,400,41100,1.0,0,1,0
15718,15718,5thisExp_2024-06-24_19h54.02.507.csv,-0.1186440677966101,19,images/car.png,3,0,0.0,1,1,1.1952851759283705,0,1,2,0,space,58,0,0,0,1,1.0,2,-1,Lost_Cached,-10,0,0,1,0,1.0,-100,0,-100,41100,0.5,1,0,-1
15719,15719,5thisExp_2024-06-24_19h54.02.507.csv,-0.1016949152542373,20,images/backpack.png,3,1,1.0,0,1,-0.6599058467801434,1,1,2,0,right,58,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,0.0,0,400,400,41100,1.0,0,1,0
15720,15720,5thisExp_2024-06-24_19h54.14.712.csv,-1.0,1,start,1,1,,1,0,2.853367697263518,0,0,2,0,right,69,0,0,0,0,0.0,1,0,Lost_Novel,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15721,15721,5thisExp_2024-06-24_19h54.14.712.csv,-0.9661016949152542,2,start,1,1,1.0,1,0,1.8287983166630413,0,1,2,0,right,69,0,0,0,0,0.0,1,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15722,15722,5thisExp_2024-06-24_19h54.14.712.csv,-0.8813559322033898,3,start,1,1,1.0,1,0,2.167154755657592,0,0,2,0,left,69,0,0,0,0,0.0,0,0,Lost_Novel,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15723,15723,5thisExp_2024-06-24_19h54.14.712.csv,-0.8135593220338984,4,start,1,1,1.0,1,0,2.124498555831581,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15724,15724,5thisExp_2024-06-24_19h54.14.712.csv,-0.6949152542372882,5,start,1,1,1.0,1,0,2.2705060175303,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15725,15725,5thisExp_2024-06-24_19h54.14.712.csv,-0.4915254237288136,6,start,1,0,1.0,1,0,2.1682419424117367,0,0,2,0,space,69,0,1,0,1,0.0,2,0,Won_Novel,2,1,0,0,-1,0.0,-100,0,-300,67800,,1,1,1
15726,15726,5thisExp_2024-06-24_19h54.14.712.csv,-0.4576271186440678,7,start,1,0,0.0,1,0,2.21467149093994,0,0,2,0,left,69,0,0,0,0,1.0,0,-1,Won_Novel,2,0,0,0,1,1.0,0,0,0,67800,0.3333333333333333,0,1,0
15727,15727,5thisExp_2024-06-24_19h54.14.712.csv,-0.423728813559322,8,start,1,1,0.0,1,0,1.7756808990153643,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15728,15728,5thisExp_2024-06-24_19h54.14.712.csv,-0.4067796610169492,9,start,1,1,1.0,0,0,1.10528994342135,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15729,15729,5thisExp_2024-06-24_19h54.14.712.csv,-0.3728813559322034,10,start,1,1,1.0,1,0,0.075571186847074,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15730,15730,5thisExp_2024-06-24_19h54.14.712.csv,-0.3559322033898305,11,start,1,1,1.0,0,0,0.0757566123992463,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15731,15731,5thisExp_2024-06-24_19h54.14.712.csv,-0.3389830508474576,12,start,1,1,1.0,0,0,0.0983056887841233,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15732,15732,5thisExp_2024-06-24_19h54.14.712.csv,-0.3220338983050847,13,start,1,1,1.0,0,0,1.3075757764084854,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15733,15733,5thisExp_2024-06-24_19h54.14.712.csv,-0.2711864406779661,14,start,1,1,1.0,1,0,0.0117309228756986,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15734,15734,5thisExp_2024-06-24_19h54.14.712.csv,-0.2372881355932203,15,start,1,1,1.0,1,0,0.545342985791551,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15735,15735,5thisExp_2024-06-24_19h54.14.712.csv,-0.2033898305084746,16,start,1,1,1.0,1,0,1.4443745721964154,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15736,15736,5thisExp_2024-06-24_19h54.14.712.csv,-0.1864406779661017,17,start,1,1,1.0,0,0,0.0798272998595543,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15737,15737,5thisExp_2024-06-24_19h54.14.712.csv,-0.1525423728813559,18,start,1,1,1.0,1,0,0.6798086161207648,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15738,15738,5thisExp_2024-06-24_19h54.14.712.csv,-0.1186440677966101,19,start,1,1,1.0,1,0,0.5642336804666068,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15739,15739,5thisExp_2024-06-24_19h54.14.712.csv,-0.0338983050847457,20,start,1,1,1.0,1,0,0.641748617473945,0,1,2,0,left,69,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,67800,1.0,0,1,0
15740,15740,5thisExp_2024-06-24_19h54.14.712.csv,-1.0,1,images/toothbrush.png,2,1,,1,1,2.693234319296852,1,0,2,1,right,69,0,1,0,0,0.0,1,0,Lost_Novel,1,1,1,0,0,0.0,0,400,400,67800,1.0,0,1,0
15741,15741,5thisExp_2024-06-24_19h54.14.712.csv,-0.9661016949152542,2,images/toothbrush.png,2,1,1.0,1,1,1.5119353310728618,1,1,2,1,right,69,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15742,15742,5thisExp_2024-06-24_19h54.14.712.csv,-0.8813559322033898,3,images/baby.png,2,1,,1,1,0.4698786214325845,1,0,2,1,left,69,0,1,0,0,0.0,0,0,Lost_Novel,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15743,15743,5thisExp_2024-06-24_19h54.14.712.csv,-0.8135593220338984,4,images/baby.png,2,1,1.0,1,1,-0.0386368836149181,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15744,15744,5thisExp_2024-06-24_19h54.14.712.csv,-0.6949152542372882,5,images/baby.png,2,1,1.0,1,1,-0.5530374725753,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15745,15745,5thisExp_2024-06-24_19h54.14.712.csv,-0.4915254237288136,6,images/baby.png,2,0,1.0,1,1,0.4037302708144478,1,0,2,1,space,69,0,0,0,1,0.0,2,0,Won_Novel,0,0,0,0,0,1.0,-100,0,-300,67800,,1,1,1
15746,15746,5thisExp_2024-06-24_19h54.14.712.csv,-0.4576271186440678,7,images/baby.png,2,0,0.0,1,1,-0.5148336451635295,1,0,2,1,right,69,0,1,0,0,1.0,1,-1,Won_Novel,0,1,0,0,0,0.0,0,0,0,67800,0.3333333333333333,0,1,0
15747,15747,5thisExp_2024-06-24_19h54.14.712.csv,-0.423728813559322,8,images/baby.png,2,1,0.0,1,1,0.6231538087394103,1,0,2,1,left,69,0,1,0,0,0.0,0,0,Lost_Novel,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15748,15748,5thisExp_2024-06-24_19h54.14.712.csv,-0.4067796610169492,9,images/baby.png,2,1,1.0,0,1,-0.0054146327014988,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15749,15749,5thisExp_2024-06-24_19h54.14.712.csv,-0.3728813559322034,10,images/baby.png,2,1,1.0,1,1,-0.1880177493388356,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15750,15750,5thisExp_2024-06-24_19h54.14.712.csv,-0.3559322033898305,11,images/baby.png,2,1,1.0,0,1,-0.2488460486665828,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15751,15751,5thisExp_2024-06-24_19h54.14.712.csv,-0.3389830508474576,12,images/baby.png,2,1,1.0,0,1,-0.3621183036047984,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15752,15752,5thisExp_2024-06-24_19h54.14.712.csv,-0.3220338983050847,13,images/baby.png,2,1,1.0,0,1,-0.1285154222354273,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15753,15753,5thisExp_2024-06-24_19h54.14.712.csv,-0.2711864406779661,14,images/baby.png,2,1,1.0,1,1,-0.5387108272555263,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15754,15754,5thisExp_2024-06-24_19h54.14.712.csv,-0.2372881355932203,15,images/baby.png,2,1,1.0,1,1,-0.7312645026730733,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15755,15755,5thisExp_2024-06-24_19h54.14.712.csv,-0.2033898305084746,16,images/baby.png,2,1,1.0,1,1,-0.8785133675401251,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15756,15756,5thisExp_2024-06-24_19h54.14.712.csv,-0.1864406779661017,17,images/baby.png,2,1,1.0,0,1,-0.7597144248320584,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15757,15757,5thisExp_2024-06-24_19h54.14.712.csv,-0.1525423728813559,18,images/baby.png,2,1,1.0,1,1,0.0604363688038307,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15758,15758,5thisExp_2024-06-24_19h54.14.712.csv,-0.1186440677966101,19,images/baby.png,2,1,1.0,1,1,-0.8034085748174826,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15759,15759,5thisExp_2024-06-24_19h54.14.712.csv,-0.0338983050847457,20,images/baby.png,2,1,1.0,1,1,-0.6647541060587275,1,1,2,1,left,69,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,67800,1.0,0,1,0
15760,15760,5thisExp_2024-06-24_19h54.14.712.csv,-1.0,1,images/backpack.png,3,1,,1,1,2.18220117798135,1,0,2,0,right,69,0,1,0,0,0.0,1,0,Lost_Novel,1,1,1,1,0,0.0,0,400,400,67800,1.0,0,1,0
15761,15761,5thisExp_2024-06-24_19h54.14.712.csv,-0.9661016949152542,2,images/backpack.png,3,1,1.0,1,1,0.2241030908089096,1,1,2,0,right,69,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,1.0,0,400,400,67800,1.0,0,1,0
15762,15762,5thisExp_2024-06-24_19h54.14.712.csv,-0.8813559322033898,3,images/backpack.png,3,1,1.0,1,1,1.2983370823607483,1,1,2,0,right,69,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,1.0,0,400,400,67800,1.0,0,1,0
15763,15763,5thisExp_2024-06-24_19h54.14.712.csv,-0.8135593220338984,4,images/backpack.png,3,1,1.0,1,1,-0.2514144332812395,1,1,2,0,right,69,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,1.0,0,400,400,67800,1.0,0,1,0
15764,15764,5thisExp_2024-06-24_19h54.14.712.csv,-0.6949152542372882,5,images/backpack.png,3,1,1.0,1,1,-0.189225333110749,1,1,2,0,right,69,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,1,0,1.0,0,400,400,67800,1.0,0,1,0
15765,15765,5thisExp_2024-06-24_19h54.14.712.csv,-0.4915254237288136,6,images/backpack.png,3,0,1.0,1,1,0.4598270227941751,1,0,2,0,space,69,0,0,0,1,0.0,2,0,Won_Novel,1,0,0,1,0,1.0,-100,0,-300,67800,,1,1,1
